datetime,ip_address,NIK,applicant_name,age,gender,marital_status,number_of_dependents,occupation,job_position,job_specific_code,job_specific,education_level,user_income,collateral_value_of_on_site_assets,average_loans_taken_in_the_same_location,last_credit_history,other_credit_history1,other_credit_history2,other_credit_history3,worst_credit_performance,hardware,operating_system_type,browser,home_address,domicile_address,road_type,building_type,building_owner,building_location,gmaps_coordinates,gmaps_location_name,gmpas_location_description,gmaps_category,gmaps_address,gmaps_neighborhood,gmaps_street,gmaps_city,gmaps_postal_code,gmaps_state,total_population,average_income_of_the_population_in_the_area,education_of_the_population_in_the_area,unemployment_rate_in_the_area,crime_rate_in_the_area,poverty_rate_in_the_area,length_of_stay_at_domicile_address,address_stability,domicile_address_and_location_suitability,credit_risk
2023-03-16 13:47:52.455455,172.21.101.35,3212206407550009,Hj. Shania Tamba,68,P,Janda,2,Television broadcaster,Staff,22291,Industri Barang Plastik Lembaran,D4,1,560000000,1,2,1,3,2,1,Laptop,2,7,"Jl. S. Parman No. 8
Denpasar, DI Yogyakarta 54232","Jl. Abdul Muis No. 21
Bengkulu, SS 57066",Jalan Besar,Rumah Susun,Perorangan Orang Lain,Pusat kota,"-7.875384899999999, 110.4262088",Villa ,Sunt porro numquam sunt incidunt.,Duplex,"Jl. S. Parman No. 8
Denpasar, DI Yogyakarta 54232",,,,,Special Region of Yogyakarta,2,2,0,3,3,2,37,1,0,0
2023-03-16 13:47:53.457811,172.21.131.88,7415023110900008,Maria Thamrin,33,L,Cerai Hidup,2,Sailor,Staff,5102,Gasifikasi Batu Bara Di Lokasi Penambangan,S1,2,819000000,1,1,2,3,2,1,Laptop,3,4,"Jalan Otto Iskandardinata No. 6
Bau-Bau, Papua Barat 69709","Jl. Joyoboyo No. 174
Parepare, Sulawesi Tenggara 15495",Jalan Kecil,Villa,Pemerintah,Kawasan perumahan padat penduduk,"-3.5403, 118.9707",Mess ,Voluptates aspernatur harum doloremque blanditiis.,Condominium complex,"Labuang, Majene, Sulawesi Barat, 91412, Indonesia",,,,91412,Sulawesi Barat,4,0,0,3,4,3,25,0,0,1
2023-03-16 13:47:55.114673,10.219.229.161,5104065401870004,"Ir. Gaduh Kurniawan, S.Pt",36,P,Belum Kawin,5,Indonesian National Army,Staff,1611,Jasa Pengolahan Lahan,S1,3,261000000,0,4,2,3,2,2,Laptop,3,7,"Jl. BKR No. 98
Tebingtinggi, RI 13468","Gg. Siliwangi No. 5
Jambi, RI 35798",Jalan Sedang,Kost-kostan,Perorangan Orang Lain,Kawasan pegunungan,"-0.0408714, 109.3173169",Perum Gang Siliwangi,Modi eos aspernatur molestiae.,Apartment complex,"Gg. Siliwangi No. 5
Jambi, RI 35798",,Gang Siliwangi,,78113,Kalimantan Barat,1,3,1,1,0,0,74,2,2,4
2023-03-16 13:47:55.435529,10.49.190.236,7409071210780008,"Luwar Prasetyo, S.Pt",45,L,Cerai Hidup,0,Paranormal,Manager,71209,Analisis Dan Uji Teknis Lainnya,D4,0,121000000,2,1,3,4,2,1,PC,4,0,"Gg. PHH. Mustofa No. 725
Palembang, KR 19665","Gg. PHH. Mustofa No. 725
Palembang, KR 19665",Jalan Kecil,Rumah Susun,Pemerintah,Kawasan wisata,"-2.9760735, 104.7754307",Villa ,Nihil maiores quo voluptate neque iste.,Dormitory,"Gg. PHH. Mustofa No. 725
Palembang, KR 19665",,,Palembang,,South Sumatra,1,2,3,1,2,2,68,2,2,3
2023-03-16 13:47:55.987093,192.168.235.12,9116032603870000,Qori Susanti,36,L,Duda,5,Event promoter,Staff,47744,Perdagangan Eceran Barang Listrik Dan Elektronik Bekas,D3,3,494000000,1,0,4,0,0,4,Smartphone,4,0,"Jalan Pasirkoja No. 596
Sawahlunto, Kepulauan Bangka Belitung 85791","Jalan Pasirkoja No. 596
Sawahlunto, Kepulauan Bangka Belitung 85791",Jalan Besar,Villa,Perorangan Orang Lain,Pinggiran kota,"-2.7410513, 106.4405872",Kost-kostan ,Quae magni eius.,House,"Jalan Pasirkoja No. 596
Sawahlunto, Kepulauan Bangka Belitung 85791",,,,,Bangka Belitung Islands,2,2,0,3,2,1,37,1,2,3
2023-03-16 13:47:56.413285,192.168.173.213,1118065307630001,Asirwanda Prastuti,60,P,Duda,5,Fashion stylist,Manager,47112,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Bukan Di Supermarket/minimarket (tradisional)",D4,0,399000000,3,4,2,3,4,3,PC,4,1,"Gg. Ciumbuleuit No. 94
Payakumbuh, SS 15821","Jl. M.T Haryono No. 1
Pontianak, SB 79512",Jalan Sedang,Villa,Lainnya,Kawasan pertanian,"-0.2246548, 100.6318006",Mess ,Pariatur asperiores iure asperiores.,House,"Gg. Ciumbuleuit No. 94
Payakumbuh, SS 15821",,,Payakumbuh,,West Sumatra,1,3,1,2,3,1,78,2,0,2
2023-03-16 13:47:58.544864,10.78.48.140,1203311904960005,"Jaiman Aryani, M.TI.",27,L,Duda,0,Regent/Mayor,Manager,33159,"Reparasi Alat Angkutan Lainnya, Bukan Kendaraan Bermotor",S1,2,98000000,3,2,0,0,2,3,Smartphone,2,3,"Gg. Wonoayu No. 5
Probolinggo, NT 45522","Jalan W.R. Supratman No. 169
Denpasar, ST 28744",Jalan Kecil,Perum,Perusahaan,Kawasan perumahan elite,"-7.51611, 109.05389",Kost-kostan ,Officiis ipsam maxime fuga maxime.,House,"Wangon, Banyumas, Jawa Tengah, Indonesia",,,,,Jawa Tengah,4,0,0,4,3,2,23,0,0,0
2023-03-16 13:48:01.164373,172.16.191.94,9124271412890001,Yani Sinaga,34,L,Duda,4,Mechanic,Direktur,26490,Industri Peralatan Audio Dan Video Elektronik Lainnya,SMA/SMK,2,502000000,3,4,4,1,4,1,Laptop,1,1,"Gang Cihampelas No. 9
Semarang, Gorontalo 36404","Gang Cihampelas No. 9
Semarang, Gorontalo 36404",Jalan Sedang,Mess,Lainnya,Kawasan perumahan padat penduduk,"-7.0051453, 110.4381254",Kost-kostan ,Ipsa odit earum exercitationem sequi.,Dormitory,"Gang Cihampelas No. 9
Semarang, Gorontalo 36404",,,Semarang,,Central Java,2,2,2,1,0,0,78,2,2,4
2023-03-16 13:48:01.708260,192.168.110.156,1604262005560002,Rahmi Rahimah,67,L,Duda,4,Welder/blacksmith,Staff,47992,"Perdagangan Eceran Keliling Komoditi Makanan, Minuman Atau Tembakau Hasil Industri Pengolahan",S1,3,661000000,3,2,2,4,3,4,PC,1,7,"Gg. Monginsidi No. 4
Binjai, Sumatera Selatan 58396","Gg. Monginsidi No. 4
Binjai, Sumatera Selatan 58396",Jalan Besar,Perum,Pemerintah,Kawasan perumahan elite,"-3.3194374, 103.914399",Apartemen ,Alias nemo omnis quisquam cum labore.,Retirement home,"Gg. Monginsidi No. 4
Binjai, Sumatera Selatan 58396",,,,,South Sumatra,2,3,3,1,0,2,73,2,2,4
2023-03-16 13:48:02.218285,192.168.42.209,1206054312870001,Kayun Marbun,36,P,Duda,3,Event promoter,Staff,10773,Industri Produk Masak Dari Kelapa,D4,2,647000000,3,0,2,4,2,0,PC,4,1,"Gang Merdeka No. 24
Probolinggo, Kepulauan Bangka Belitung 69304","Gg. Ronggowarsito No. 2
Kotamobagu, BE 74893",Jalan Kecil,Kost-kostan,Perorangan Pribadi,Kawasan perumahan padat penduduk,"3.31332, 117.59152",Kost-kostan ,Quisquam corporis cumque facere vel consequatur.,Apartment complex,"Karang Balik, Tarakan, Kalimantan Utara, 77112, Indonesia",,,Tarakan,77112,Kalimantan Utara,3,2,0,2,3,1,47,1,0,3
2023-03-16 13:48:04.076986,192.168.84.147,1508045302670006,Aurora Haryanti,56,P,Janda,5,Mosque Imam,Manager,47879,"Perdagangan Eceran Kaki Lima Dan Los Pasar Campuran Kertas, Karton, Barang Dari Kertas, Alat Tulis-menulis, Alat Gambar, Hasil Pencetakan, Penerbitan Dan Lainnya",S2,4,81000000,2,0,1,0,3,0,Smartphone,3,1,"Jalan Rajawali Barat No. 500
Kotamobagu, DI Yogyakarta 68344","Jl. Soekarno Hatta No. 82
Tebingtinggi, JB 54008",Jalan Kecil,Villa,Lainnya,Kawasan industri,"-7.875384899999999, 110.4262088",Mess ,Quibusdam quis voluptas id.,House,"Jalan Rajawali Barat No. 500
Kotamobagu, DI Yogyakarta 68344",,,,,Special Region of Yogyakarta,3,0,1,4,3,3,23,0,0,0
2023-03-16 13:48:05.285032,192.168.241.239,1118064107590000,"Puti Nadia Safitri, M.Pd",64,P,Duda,3,Governor,Manager,46334,Perdagangan Besar Minuman Non Alkohol Bukan Susu,D3,2,377000000,2,3,1,3,1,0,Laptop,4,0,"Jl. Bangka Raya No. 225
Kediri, Sumatera Barat 23923","Jl. Bangka Raya No. 225
Kediri, Sumatera Barat 23923",Jalan Besar,Villa,Lainnya,Kawasan pegunungan,"-0.7399397, 100.8000051",Villa ,Iste tempore praesentium veritatis iste magnam magnam omnis.,Retirement home,"Jl. Bangka Raya No. 225
Kediri, Sumatera Barat 23923",,,,,West Sumatra,1,4,2,1,2,0,112,3,2,3
2023-03-16 13:48:05.637346,10.87.165.156,1701094509800005,Zelaya Sihotang,43,P,Cerai Hidup,2,Fisherman/fisheries,Manager,74201,Aktivitas Fotografi,D3,0,622000000,1,4,4,0,4,4,Laptop,1,6,"Gang Gegerkalong Hilir No. 52
Blitar, MU 10956","Gang Cikutra Barat No. 6
Serang, PA 01113",Jalan Besar,Villa,Lainnya,Kawasan komersial,"-6.8660066, 107.5875009",Rumah ,Cum eum vel maiores deserunt hic ullam.,Residential neighbourhood,"Gang Gegerkalong Hilir No. 52
Blitar, MU 10956",,,,,West Java,4,0,0,3,4,3,9,0,0,1
2023-03-16 13:48:05.915061,172.26.130.131,9108021004780002,Ir. Paramita Pranowo,45,L,Janda,5,Member of the Regional Representative Council,Manager,32904,Industri Peralatan Untuk Pelindung Keselamatan,D4,4,767000000,1,4,3,2,0,4,Smartphone,4,6,"Gg. Medokan Ayu No. 72
Tangerang, AC 82524","Gg. Laswi No. 9
Kendari, Jambi 83727",Jalan Besar,Rumah Susun,Perorangan Orang Lain,Kawasan perumahan padat penduduk,"-6.8048, 110.8405",Rumah Susun ,Aliquid optio odio ab error.,Dormitory,"Demaan, Kudus, Jawa Tengah, 59318, Indonesia",,,,59318,Jawa Tengah,4,1,0,4,3,3,19,0,0,0
2023-03-16 13:48:07.762831,10.198.207.139,3578102810940002,"Dr. Dalimin Latupono, S.E.I",29,L,Janda,0,Carpenter,Supervisor,8105,Penggalian Tanah Dan Tanah Liat,S2,0,396000000,2,4,4,4,4,3,Laptop,5,3,"Gang Sentot Alibasa No. 889
Samarinda, SG 55061","Gang Sentot Alibasa No. 889
Samarinda, SG 55061",Jalan Besar,Rumah,Pemerintah,Kawasan perumahan elite,,Villa ,Reprehenderit dolor corporis.,,"Gang Sentot Alibasa No. 889
Samarinda, SG 55061",,,,,,3,2,1,3,3,1,52,1,0,2
2023-03-16 13:48:07.960857,172.21.21.226,9206165903920001,Liman Sihombing,31,P,Cerai Mati,2,Trade/business,Supervisor,47828,"Perdagangan Eceran Kaki Lima Dan Los Pasar Pakan Ternak, Pakan Unggas Dan Pakan Ikan",D4,2,509000000,0,3,3,0,1,4,Laptop,0,4,"Jalan Waringin No. 969
Pematangsiantar, GO 00806","Jalan Waringin No. 969
Pematangsiantar, GO 00806",Jalan Besar,Perum,Pemerintah,Kawasan wisata,"2.970042, 99.0681668",Villa ,Quisquam perspiciatis eum nostrum.,Dormitory,"Jalan Waringin No. 969
Pematangsiantar, GO 00806",,,,,North Sumatra,0,3,1,0,2,0,110,3,2,3
2023-03-16 13:48:08.323566,172.16.101.143,1211046412510004,Balapati Nashiruddin,72,P,Duda,3,Traditional healer,Staff,96129,Aktivitas Kebugaran Lainnya,D4,2,888000000,2,0,0,4,0,3,Smartphone,2,6,"Jl. Sadang Serang No. 058
Padang, LA 42802","Gang K.H. Wahid Hasyim No. 687
Ternate, SU 37572",Jalan Besar,Kontrakan,Perusahaan,Kawasan perumahan elite,"0.7957999, 127.3613533",Kontrakan ,Adipisci praesentium laborum omnis illum error minima ad.,House,"Gang K.H. Wahid Hasyim No. 687
Ternate, SU 37572",,,,,North Maluku,3,2,1,2,2,1,55,1,2,4
2023-03-16 13:48:08.738505,10.41.212.74,8103032106960001,"dr. Natalia Sinaga, S.Sos",27,L,Cerai Mati,0,Vice Mayor,Staff,10629,Industri Pati Lainnya,S2,4,223000000,3,4,1,2,1,3,PC,4,6,"Gg. Lembong No. 61
Blitar, Kepulauan Bangka Belitung 25866","Gg. Lembong No. 61
Blitar, Kepulauan Bangka Belitung 25866",Jalan Kecil,Apartemen,Pemerintah,Pinggiran kota,"-2.7410513, 106.4405872",Villa ,Velit praesentium tenetur optio excepturi.,Dormitory,"Gg. Lembong No. 61
Blitar, Kepulauan Bangka Belitung 25866",,,,,Bangka Belitung Islands,3,2,0,2,2,1,38,1,2,3
2023-03-16 13:48:09.163567,172.26.112.45,9108122811600004,Ibrahim Sirait,63,L,Cerai Hidup,2,Member of the Regional Representative Council,Manager,26490,Industri Peralatan Audio Dan Video Elektronik Lainnya,S2,4,665000000,3,3,0,4,3,3,Smartphone,5,5,"Jalan Jayawijaya No. 5
Cilegon, Riau 59063","Jalan Medokan Ayu No. 63
Tangerang, JA 33768",Jalan Sedang,Apartemen,Pemerintah,Kawasan perumahan padat penduduk,"0.2933469, 101.7068294",Apartemen ,Eligendi excepturi magnam ad in.,Retirement home,"Jalan Jayawijaya No. 5
Cilegon, Riau 59063",,,,,Riau,1,2,2,2,2,1,65,2,0,4
2023-03-16 13:48:10.529899,172.21.162.242,1108196902560005,"Teddy Uwais, S.Kom",67,P,Belum Kawin,1,Notary,Supervisor,32114,Industri Barang Dari Logam Mulia Untuk Keperluan Teknik Dan Atau Laboratorium,S1,3,395000000,1,0,0,4,1,4,PC,2,2,"Gang Jamika No. 446
Padang, Lampung 86464","Gang Jamika No. 446
Padang, Lampung 86464",Jalan Sedang,Mess,Perorangan Orang Lain,Kawasan pertanian,"-4.5585849, 105.4068079",Villa ,Et fugiat molestiae blanditiis.,Residential neighbourhood,"Gang Jamika No. 446
Padang, Lampung 86464",,,,,Lampung,3,1,2,2,3,2,35,1,2,3
2023-03-16 13:48:10.816020,192.168.128.73,1871140307630005,"Vicky Nugroho, M.Pd",60,L,Janda,4,Translator,Supervisor,8915,Pertambangan Potash (kalium Karbonat),S2,3,370000000,1,0,1,1,4,4,Laptop,4,6,"Gg. Kutisari Selatan No. 296
Kediri, Lampung 69259","Gg. Kutisari Selatan No. 296
Kediri, Lampung 69259",Jalan Besar,Kontrakan,Pemerintah,Kawasan industri,"-7.334617400000001, 112.7479862",Kontrakan ,Labore consequatur autem nobis minima neque.,House,"Gg. Kutisari Selatan No. 296
Kediri, Lampung 69259",,,,,East Java,3,1,0,4,4,2,2,0,2,1
2023-03-16 13:48:11.274314,192.168.7.94,3311034809850003,Hasim Wibowo,38,P,Janda,3,Pharmacist,Direktur,47824,"Perdagangan Eceran Kaki Lima Dan Los Pasar Tahu, Tempe, Tauco Dan Oncom",D4,2,296000000,2,4,4,4,3,0,Laptop,0,6,"Jalan H.J Maemunah No. 7
Lubuklinggau, Maluku Utara 00469","Gang Astana Anyar No. 59
Sorong, Gorontalo 86953",Jalan Kecil,Mess,Perorangan Pribadi,Pusat kota,"0.5435441999999999, 123.0567693",Apartemen ,Corporis eum iure ut.,Duplex,"Gang Astana Anyar No. 59
Sorong, Gorontalo 86953",,,Gorontalo,,Gorontalo,4,0,0,3,4,2,11,0,2,2
2023-03-16 13:48:11.711363,10.230.208.166,5301080401530007,"R.A. Ana Mulyani, M.TI.",70,L,Belum Kawin,4,Indonesian National Police,Direktur,2149,Pengusahaan Pembibitan Tanaman Kehutanan Lainnya,S2,0,666000000,2,1,0,2,4,0,Laptop,5,4,"Jl. Cikutra Timur No. 85
Cilegon, KU 96558","Gg. Suniaraja No. 0
Yogyakarta, SU 17200",Jalan Sedang,Rumah,Pemerintah,Kawasan perumahan miskin,"-7.7955798, 110.3694896",Rumah ,Dolorum fugiat quis.,Duplex,"Gg. Suniaraja No. 0
Yogyakarta, SU 17200",,,Yogyakarta,,Special Region of Yogyakarta,2,2,2,3,3,1,34,1,2,4
2023-03-16 13:48:12.134550,172.24.60.148,1505025701580008,Yance Agustina,65,P,Cerai Mati,2,Chef,Manager,13994,Industri Kain Ban,D3,0,335000000,3,2,3,4,2,0,PC,0,4,"Gang Jend. Sudirman No. 840
Madiun, DI Yogyakarta 69814","Gg. Cikapayang No. 345
Kupang, Maluku 22754",Jalan Besar,Rumah Susun,Lainnya,Kawasan perumahan padat penduduk,"-6.48167, 106.85417",Rumah Susun ,Veniam esse odit tempore.,Duplex,"Cibinong, Bogor, Jawa Barat, 16911, Indonesia",,,,16911,Jawa Barat,2,2,3,1,3,2,88,2,0,0
2023-03-16 13:48:28.365598,192.168.152.115,3578226612700000,Ajeng Rahimah,53,P,Cerai Mati,0,Barber,Staff,93111,Fasilitas Billiard,SMA/SMK,2,369000000,1,3,0,2,0,3,Laptop,2,0,"Jalan K.H. Wahid Hasyim No. 031
Kupang, Sulawesi Barat 52020","Jl. Pasteur No. 23
Meulaboh, MU 34969",Jalan Kecil,Rumah Susun,Pemerintah,Pinggiran kota,"-1.26424, 104.09701",Kost-kostan ,Quod quisquam sint in nobis neque.,Dormitory,"Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",,,,,Jambi,3,2,1,3,3,1,35,1,0,1
2023-03-16 13:48:30.101637,192.168.125.79,9108346910880001,"Tgk. Sidiq Salahudin, S.Ked",35,P,Kawin,4,Accountant,Manager,56104,Penyediaan Makanan Keliling/tempat Tidak Tetap,SMA/SMK,2,914000000,0,2,1,1,3,3,Smartphone,1,4,"Gg. Rajawali Barat No. 412
Sorong, Papua 56398","Gg. Rajawali Barat No. 412
Sorong, Papua 56398",Jalan Besar,Mess,Perusahaan,Kawasan perumahan padat penduduk,"-3.5403, 118.9707",Kontrakan ,Aliquid recusandae iusto adipisci.,Residential neighbourhood,"Labuang, Majene, Sulawesi Barat, 91412, Indonesia",,,,91412,Sulawesi Barat,2,2,3,2,3,0,64,2,0,1
2023-03-16 13:48:32.214723,10.117.72.41,8171045707510005,Parman Sinaga,72,P,Cerai Mati,1,Radio broadcaster,Direktur,64133,Bank Pembiayaan Rakyat (bpr) Syariah,S2,3,762000000,2,3,4,3,2,3,Laptop,0,5,"Gang Cikapayang No. 783
Tomohon, Papua Barat 57563","Gang Cikapayang No. 783
Tomohon, Papua Barat 57563",Jalan Besar,Villa,Perorangan Orang Lain,Kawasan perumahan padat penduduk,"3.3285, 99.1625",Kost-kostan Jalan Veteran,Cum ullam repudiandae laboriosam laboriosam.,Retirement home,"Rumah Sakit Umum Herna, Jalan Veteran, Tebing Tinggi, Kota Tebing Tinggi, Sumatera Utara, 20600, Indonesia",,Jalan Veteran,Tebing Tinggi,20600,Sumatera Utara,1,3,3,2,3,1,66,2,0,2
2023-03-16 13:48:33.510926,10.127.42.235,1402096306940005,Gamblang Prasasta,29,P,Kawin,2,Pharmacist,Manager,85500,Kegiatan Penunjang Pendidikan,D3,2,545000000,2,3,2,1,0,4,Smartphone,4,5,"Jalan Tebet Barat Dalam No. 78
Singkawang, KU 88300","Gg. Moch. Toha No. 48
Semarang, JA 25668",Jalan Kecil,Perum,Lainnya,Pusat kota,"-7.0051453, 110.4381254",Apartemen ,Esse eaque odio ullam.,Dormitory,"Gg. Moch. Toha No. 48
Semarang, JA 25668",,,Semarang,,Central Java,1,3,1,1,1,0,116,3,2,4
2023-03-16 13:48:33.792859,192.168.100.79,1106121407650006,"Garda Setiawan, S.I.Kom",58,L,Duda,0,Translator,Manager,2144,Pengusahaan Pembibitan Tanaman Sonokeling,S3,2,759000000,3,0,2,4,3,4,Smartphone,2,3,"Jalan Raya Setiabudhi No. 98
Bau-Bau, Kalimantan Tengah 07152","Jl. Dipenogoro No. 715
Salatiga, Kalimantan Selatan 49442",Jalan Sedang,Villa,Perusahaan,Kawasan industri,"-1.6814878, 113.3823545",Kost-kostan ,Atque rem iure sunt reiciendis beatae doloremque.,Apartment complex,"Jalan Raya Setiabudhi No. 98
Bau-Bau, Kalimantan Tengah 07152",,,,,Central Kalimantan,0,3,3,1,0,1,110,3,0,2
2023-03-16 13:48:34.261996,172.28.19.195,7211051102790003,"R.M. Dasa Uyainah, S.Farm",44,L,Belum Kawin,3,Dentist,Supervisor,7309,Pertambangan Bijih Logam Mulia Lainnya,S2,1,199000000,3,4,3,2,2,4,Smartphone,3,0,"Gg. Rumah Sakit No. 850
Palu, Kepulauan Bangka Belitung 63102","Jalan Yos Sudarso No. 694
Bukittinggi, Sumatera Selatan 99158",Jalan Kecil,Rumah,Lainnya,Kawasan pertanian,"-0.3028763, 100.3669095",Mess Jalan Yos Sudarso,Ex natus laboriosam fugit iste necessitatibus.,Residential neighbourhood,"Jalan Yos Sudarso No. 694
Bukittinggi, Sumatera Selatan 99158",,Jalan Yos Sudarso,,26136,Sumatera Barat,3,0,1,4,4,2,18,0,2,2
2023-03-16 13:48:35.012209,192.168.1.109,3208042707840002,Laila Samosir,39,L,Duda,0,Priest,Direktur,2409,Jasa Penunjang Kehutanan Lainnya,S1,2,346000000,2,1,0,4,2,0,PC,2,1,"Jalan Raya Setiabudhi No. 227
Manado, Sulawesi Selatan 81394","Jalan Raya Setiabudhi No. 227
Manado, Sulawesi Selatan 81394",Jalan Kecil,Rumah,Perorangan Pribadi,Kawasan perumahan elite,"1.4748305, 124.8420794",Rumah Susun ,Aut molestias debitis eaque voluptate tempore.,Residential neighbourhood,"Jalan Raya Setiabudhi No. 227
Manado, Sulawesi Selatan 81394",,,Manado,,North Sulawesi,2,3,3,2,0,0,68,2,2,2
2023-03-16 13:48:35.363429,172.25.152.174,8106076610820007,Tgk. Jaiman Wahyudin,41,P,Belum Kawin,2,Architect,Supervisor,46592,"Perdagangan Besar Alat Transportasi Laut, Suku Cadang Dan Perlengkapannya",SMA/SMK,0,559000000,0,2,4,2,2,1,Smartphone,2,5,"Jalan Rajiman No. 82
Palembang, MU 99715","Jalan Joyoboyo No. 9
Palembang, NT 16509",Jalan Kecil,Apartemen,Perorangan Orang Lain,Kawasan perumahan elite,"-2.9760735, 104.7754307",Kost-kostan ,Hic est ipsum consequatur culpa.,House,"Jalan Joyoboyo No. 9
Palembang, NT 16509",,,Palembang,,South Sumatra,1,2,2,2,2,1,74,2,2,2
2023-03-16 13:48:35.783355,192.168.193.233,8204182503730005,drg. Jasmin Irawan,50,L,Cerai Hidup,0,Barber,Staff,1112,Pertanian Gandum,D3,2,994000000,3,1,1,2,3,2,PC,1,4,"Jalan Cikutra Barat No. 880
Bengkulu, SS 83197","Jalan Cikutra Barat No. 880
Bengkulu, SS 83197",Jalan Kecil,Kost-kostan,Lainnya,Kawasan perumahan miskin,"3.31332, 117.59152",Apartemen ,Nobis illum ex aut reiciendis.,House,"Karang Balik, Tarakan, Kalimantan Utara, 77112, Indonesia",,,Tarakan,77112,Kalimantan Utara,3,0,1,4,3,2,21,0,0,2
2023-03-16 13:48:38.258930,10.136.204.227,6210124606990002,Makuta Suryono,24,P,Cerai Hidup,0,Ambassador,Manager,30300,Industri Pesawat Terbang Dan Perlengkapannya,S3,4,416000000,1,2,2,2,3,1,Smartphone,4,5,"Gg. Laswi No. 0
Ternate, Kalimantan Barat 93943","Jalan Dr. Djunjunan No. 1
Tanjungpinang, GO 22392",Jalan Kecil,Villa,Perusahaan,Pusat kota,"-0.2787808, 111.4752851",Kost-kostan ,Praesentium autem at possimus architecto adipisci quod.,Duplex,"Gg. Laswi No. 0
Ternate, Kalimantan Barat 93943",,,,,West Kalimantan,3,1,2,3,2,1,41,1,0,1
2023-03-16 13:48:38.833810,10.63.29.50,3523042608940001,Ibrani Prasasta,29,L,Belum Kawin,0,Consultant,Supervisor,10774,Industri Pengolahan Garam,D4,2,412000000,3,1,0,1,1,3,Laptop,3,3,"Gang Pelajar Pejuang No. 80
Mojokerto, NB 39605","Gg. Merdeka No. 34
Makassar, Sulawesi Tengah 96080",Jalan Besar,Perum,Perorangan Orang Lain,Kawasan perumahan elite,"-5.1615828, 119.4359281",Perum ,Numquam accusantium amet cum vero consectetur.,Apartment complex,"Gg. Merdeka No. 34
Makassar, Sulawesi Tengah 96080",,,Makassar,,South Sulawesi,0,3,4,1,1,1,108,3,2,3
2023-03-16 13:48:39.160344,10.36.222.246,3304190806740001,Restu Rahmawati,49,L,Kawin,2,Industry,Direktur,47846,Perdagangan Eceran Kaki Lima Dan Los Pasar Aromatik/penyegar (minyak Atsiri),S2,4,715000000,0,2,1,2,3,3,Smartphone,1,4,"Jalan BKR No. 12
Sungai Penuh, Sumatera Utara 69015","Jalan Pacuan Kuda No. 46
Tanjungbalai, Maluku 19628",Jalan Besar,Kontrakan,Perorangan Pribadi,Kawasan pertanian,"-7.57897, 112.23109",Rumah ,Maxime iusto fugiat corporis autem odio reprehenderit.,Apartment complex,"Balongbesuk, Jombang, Jawa Timur, Jawa, 61471, Indonesia",,,,61471,Jawa Timur,0,4,4,0,1,1,99,3,0,3
2023-03-16 13:48:41.141831,10.76.75.98,3212135610550006,R.A. Dina Permata,68,P,Duda,1,Entrepreneur,Manager,26512,Industri Alat Ukur Dan Alat Uji Elektrik,D4,1,328000000,1,1,1,0,0,1,Laptop,0,5,"Jl. BKR No. 036
Manado, Banten 25021","Jl. BKR No. 800
Ambon, Kalimantan Barat 69365",Jalan Kecil,Kontrakan,Perusahaan,Kawasan pegunungan,"-6.4058172, 106.0640179",Mess ,Consectetur quisquam sequi excepturi repudiandae.,House,"Jl. BKR No. 036
Manado, Banten 25021",,,,,Banten,0,4,4,0,0,1,93,3,0,3
2023-03-16 13:48:41.755243,172.27.149.8,1219121010670002,Pandu Nurdiyanti,56,L,Cerai Hidup,1,Doctor,Staff,23112,Industri Kaca Pengaman,S1,2,54000000,0,4,2,0,4,0,Laptop,2,1,"Gg. Soekarno Hatta No. 627
Bukittinggi, Nusa Tenggara Timur 73302","Gg. Soekarno Hatta No. 627
Bukittinggi, Nusa Tenggara Timur 73302",Jalan Kecil,Kontrakan,Perorangan Orang Lain,Kawasan perumahan padat penduduk,"-0.2977818, 100.3836228",Apartemen Jalan Soekarno Hatta,Sapiente illum pariatur nesciunt illo.,Residential neighbourhood,"Gg. Soekarno Hatta No. 627
Bukittinggi, Nusa Tenggara Timur 73302",,Jalan Soekarno Hatta,,26117,Sumatera Barat,3,1,1,2,2,2,51,1,2,4
2023-03-16 13:48:42.366094,172.23.172.92,1371102301610005,Juli Hastuti,62,L,Kawin,2,Vice Mayor,Staff,47875,"Perdagangan Eceran Kaki Lima Dan Los Pasar Alat Fotografi, Alat Optik Dan Perlengkapannya",SMA/SMK,2,590000000,0,1,4,4,0,3,Laptop,2,2,"Jalan Ciwastra No. 60
Meulaboh, JB 53037","Jl. Stasiun Wonokromo No. 77
Medan, MA 09870",Jalan Besar,Kost-kostan,Lainnya,Pusat kota,"4.1436951, 96.12811459999999",Rumah ,Itaque libero culpa facere.,Townhouse,"Jalan Ciwastra No. 60
Meulaboh, JB 53037",,,Meulaboh,,Aceh,4,1,1,4,4,3,12,0,0,2
