datetime,ip_address,NIK,applicant_name,age,gender,marital_status,number_of_dependents,occupation,job_position,job_specific_code,job_specific,education_level,user_income,collateral_value_of_on_site_assets,average_loans_taken_in_the_same_location,last_credit_history,other_credit_history1,other_credit_history2,other_credit_history3,worst_credit_performance,hardware,operating_system_type,browser,home_address,domicile_address,road_type,building_type,building_owner,building_location,gmaps_coordinates,gmaps_location_name,gmpas_location_description,gmaps_category,gmaps_address,gmaps_neighborhood,gmaps_street,gmaps_city,gmaps_postal_code,gmaps_state,total_population,average_income_of_the_population_in_the_area,education_of_the_population_in_the_area,unemployment_rate_in_the_area,crime_rate_in_the_area,poverty_rate_in_the_area,length_of_stay_at_domicile_address,address_stability,domicile_address_and_location_suitability,credit_risk
2023-03-16 11:28:29.510149,192.168.12.17,9110044801590006,"dr. Nadia Firmansyah, S.Sos",64,P,Cerai Hidup,2,"Engineer, site",Direktur,47894,Perdagangan Eceran Kaki Lima Dan Los Pasar Barang Bekas Perlengkapan Rumah Tangga,D3,1,981000000,0,4,3,4,3,1,Laptop,1,6,"Gang Yos Sudarso No. 58
Magelang, SN 80495","Gang Yos Sudarso No. 58
Magelang, SN 80495",Jalan Sedang,Kontrakan,Perorangan Orang Lain,Kawasan perumahan elite,"-7.51611, 109.05389",Apartemen ,Officia fugiat aspernatur quisquam quasi reiciendis perspiciatis necessitatibus.,House,"Wangon, Banyumas, Jawa Tengah, Indonesia",,,,,Jawa Tengah,1,4,1,0,0,0,98,3,0,1
2023-03-16 11:28:30.842197,172.18.233.50,3529241810730000,Raina Pranowo,50,L,Duda,0,"Teacher, primary school",Staff,70100,Aktivitas Kantor Pusat,SMA/SMK,3,957000000,2,0,3,4,1,0,Laptop,1,7,"Gang Rumah Sakit No. 73
Medan, Maluku 54163","Gang Rumah Sakit No. 73
Medan, Maluku 54163",Jalan Kecil,Rumah Susun,Lainnya,Kawasan komersial,"-8.43333, 114.33333",Perum ,Debitis aspernatur eaque vitae.,Residential neighbourhood,"Kedungrejo, Banyuwangi, Jawa Timur, Indonesia",,,Banyuwangi,,Jawa Timur,4,1,0,3,3,3,10,0,0,2
2023-03-16 11:28:31.873062,192.168.54.16,3212206407550006,Dono Wastuti,68,P,Janda,2,"Surveyor, land/geomatics",Staff,22291,Industri Barang Plastik Lembaran,D4,1,261000000,1,2,1,3,2,1,Laptop,2,7,"Jl. Tubagus Ismail No. 9
Tebingtinggi, RI 13468","Gg. Siliwangi No. 5
Jambi, RI 35798",Jalan Besar,Rumah Susun,Perorangan Orang Lain,Pusat kota,"3.3262879, 99.1566855",Villa ,Modi eos aspernatur molestiae.,Duplex,"Jl. Tubagus Ismail No. 9
Tebingtinggi, RI 13468",,,,,North Sumatra,2,2,0,3,3,2,37,1,0,0
2023-03-16 11:28:32.177105,10.49.190.236,7415023110900008,"Luwar Prasetyo, S.Pt",33,L,Cerai Hidup,2,Race relations officer,Staff,5102,Gasifikasi Batu Bara Di Lokasi Penambangan,S1,2,317000000,1,1,2,3,2,1,Laptop,3,4,"Gang Jakarta No. 25
Palembang, Kepulauan Riau 19665","Jl. Erlangga No. 7
Batam, SG 99025",Jalan Kecil,Villa,Pemerintah,Kawasan perumahan padat penduduk,"-6.48167, 106.85417",Mess ,Ea excepturi illo ad.,Condominium complex,"Cibinong, Bogor, Jawa Barat, 16911, Indonesia",,,,16911,Jawa Barat,4,0,0,3,4,3,25,0,0,1
2023-03-16 11:28:33.521316,10.251.173.141,5104065401870008,Puti Agnes Wahyudin,36,P,Belum Kawin,5,Armed forces logistics/support/administrative officer,Staff,70202,Aktivitas Konsultasi Transportasi,S3,0,496000000,0,0,3,0,4,2,Laptop,2,5,"Gg. Ahmad Yani No. 00
Padang Sidempuan, NT 61494","Gg. Ahmad Yani No. 00
Padang Sidempuan, NT 61494",Jalan Kecil,Mess,Perusahaan,Kawasan perumahan elite,"1.3856778, 99.26604429999999",Kost-kostan Jalan Ahmad Yani,Libero repudiandae beatae magnam quidem eveniet.,Duplex,"Gg. Ahmad Yani No. 00
Padang Sidempuan, NT 61494",,Jalan Ahmad Yani,,22711,Sumatera Utara,3,1,0,4,4,2,22,0,2,1
2023-03-16 11:28:33.902899,192.168.91.109,3516175803960001,"Wirda Nurdiyanti, M.Ak",27,P,Cerai Hidup,4,"Psychologist, sport and exercise",Direktur,31004,Industri Furnitur Dari Logam,SMA/SMK,4,558000000,1,1,2,4,0,4,Laptop,1,6,"Gang Gardujati No. 2
Surakarta, SU 71150","Gg. W.R. Supratman No. 5
Denpasar, Jawa Tengah 99578",Jalan Besar,Kost-kostan,Lainnya,Pusat kota,"-6.919919399999999, 107.5984797",Rumah Susun Jalan Gardujati,Illo eos fuga quos delectus tempora.,Townhouse,"Gang Gardujati No. 2
Surakarta, SU 71150",,Jalan Gardujati,,40181,Jawa Barat,0,3,3,1,0,0,105,3,0,3
2023-03-16 11:28:35.056185,10.35.218.122,1371061901980002,Padmi Ardianto,25,L,Cerai Hidup,1,"Producer, radio",Supervisor,61993,Aktivitas Telekomunikasi Khusus Untuk Keperluan Pertahanan Keamanan,S3,1,705000000,2,2,0,1,0,3,PC,5,1,"Gang Peta No. 427
Pematangsiantar, Kalimantan Timur 60804","Jl. Indragiri No. 7
Ternate, BT 98199",Jalan Besar,Rumah,Pemerintah,Kawasan industri,"-6.48167, 106.85417",Villa ,Provident ducimus rem eligendi ipsa.,Townhouse,"Cibinong, Bogor, Jawa Barat, 16911, Indonesia",,,,16911,Jawa Barat,2,2,2,3,2,1,33,1,0,0
2023-03-16 11:28:36.181137,172.26.240.124,9113412709890008,"Zamira Handayani, M.Farm",34,L,Janda,5,"Psychologist, forensic",Staff,33132,"Reparasi Peralatan Irradiasi, Elektromedis Dan Elektrotherapi",S1,2,983000000,2,0,4,3,3,0,Laptop,4,5,"Jl. Waringin No. 8
Samarinda, Sumatera Selatan 84718","Jl. Waringin No. 8
Samarinda, Sumatera Selatan 84718",Jalan Sedang,Mess,Perorangan Orang Lain,Kawasan perumahan elite,"-6.91806, 106.92667",Villa ,Quam voluptatem voluptate dignissimos fugit et.,Residential neighbourhood,"Cikole, Sukabumi, Jawa Barat, 43111, Indonesia",,,Sukabumi,43111,Jawa Barat,1,3,4,1,1,0,102,3,0,4
2023-03-16 11:28:37.814772,192.168.208.252,1107065912550009,Arta Kuswandari,68,P,Cerai Hidup,4,Theme park manager,Supervisor,1629,Jasa Penunjang Peternakan Lainnya,S2,2,710000000,0,3,1,2,0,1,PC,5,4,"Jl. Stasiun Wonokromo No. 064
Malang, Jawa Barat 58466","Jl. Stasiun Wonokromo No. 064
Malang, Jawa Barat 58466",Jalan Besar,Perum,Pemerintah,Kawasan perumahan elite,"-7.3007208, 112.7397631",Rumah Susun ,Distinctio ratione animi veniam maiores voluptate minus natus.,Retirement home,"Jl. Stasiun Wonokromo No. 064
Malang, Jawa Barat 58466",,,,,East Java,2,2,2,3,3,2,51,1,2,4
2023-03-16 11:28:38.139413,172.22.115.129,9117084402660007,"T. Jaya Permata, S.E.I",57,P,Duda,3,Herpetologist,Manager,22230,Industri Pipa Plastik Dan Perlengkapannya,SMA/SMK,1,377000000,1,3,0,1,2,3,Smartphone,4,2,"Gang M.T Haryono No. 3
Meulaboh, Sulawesi Tengah 29579","Gang M.T Haryono No. 3
Meulaboh, Sulawesi Tengah 29579",Jalan Sedang,Kost-kostan,Pemerintah,Kawasan perumahan elite,"4.1436951, 96.12811459999999",Kost-kostan ,Delectus praesentium aliquid voluptatibus.,Duplex,"Gang M.T Haryono No. 3
Meulaboh, Sulawesi Tengah 29579",,,Meulaboh,,Aceh,1,4,3,0,1,1,111,3,2,3
2023-03-16 11:28:38.558114,10.32.129.99,3202094309960004,"Sutan Kariman Andriani, S.Pt",27,P,Kawin,1,"Development worker, international aid",Manager,5102,Gasifikasi Batu Bara Di Lokasi Penambangan,S3,1,96000000,0,4,3,3,2,2,Smartphone,3,0,"Gg. Peta No. 1
Palangkaraya, SS 44753","Gg. Peta No. 1
Palangkaraya, SS 44753",Jalan Kecil,Rumah Susun,Lainnya,Pusat kota,"0.51667, 101.44167",Kost-kostan Jalan Durian,Illum cum quam quam culpa totam.,Retirement home,"Jalan Durian, RT. 01, Kelurahan Jadirejo, Kabupaten Kampar, Riau, 28121, Indonesia",,Jalan Durian,Kelurahan Jadirejo,28121,Riau,3,1,1,3,3,2,55,1,0,1
2023-03-16 11:28:40.688199,10.213.5.242,6112046108520000,"H. Dwi Wacana, M.M.",71,P,Belum Kawin,5,"Journalist, broadcasting",Direktur,42216,Konstruksi Sinyal Dan Telekomunikasi Kereta Api,S2,0,282000000,2,4,0,2,4,3,Smartphone,0,5,"Jalan Ir. H. Djuanda No. 3
Cirebon, SN 22523","Jalan Ir. H. Djuanda No. 3
Cirebon, SN 22523",Jalan Kecil,Villa,Pemerintah,Pinggiran kota,"-6.7094007, 108.5260724",Villa Jalan Ir. H. Juanda,Veritatis quasi quasi illum cum pariatur consectetur.,Condominium complex,"Jalan Ir. H. Djuanda No. 3
Cirebon, SN 22523",,Jalan Ir. H. Juanda,,45153,Jawa Barat,0,4,3,0,1,0,111,3,2,4
2023-03-16 11:28:41.023613,192.168.74.131,1207281902760001,"Janet Mansur, M.M.",47,L,Duda,2,"Restaurant manager, fast food",Supervisor,46207,Perdagangan Besar Hasil Kehutanan Dan Perburuan,SMA/SMK,4,577000000,0,3,4,3,1,3,Smartphone,2,1,"Jl. Setiabudhi No. 54
Purwokerto, SU 72752","Jalan Ciumbuleuit No. 956
Madiun, RI 09679",Jalan Besar,Kost-kostan,Perusahaan,Kawasan wisata,"-6.8048, 110.8405",Villa ,Fugit suscipit aut doloremque possimus cum eum vel.,Condominium complex,"Demaan, Kudus, Jawa Tengah, 59318, Indonesia",,,,59318,Jawa Tengah,2,2,2,3,2,1,55,1,0,1
2023-03-16 11:28:42.310650,10.95.124.57,7208041602900008,drg. Kamal Waluyo,33,L,Cerai Mati,0,Land/geomatics surveyor,Staff,93114,Gelanggang Renang,D4,3,164000000,2,2,2,1,1,2,Laptop,3,2,"Jalan KH Amin Jasuta No. 477
Bandar Lampung, Aceh 82524","Jalan KH Amin Jasuta No. 477
Bandar Lampung, Aceh 82524",Jalan Kecil,Mess,Perorangan Orang Lain,Kawasan wisata,"-4.5585849, 105.4068079",Villa ,Dolore ipsa necessitatibus esse.,Townhouse,"Jalan KH Amin Jasuta No. 477
Bandar Lampung, Aceh 82524",,,,,Lampung,0,3,3,1,1,1,120,3,2,4
2023-03-16 11:28:42.644476,192.168.101.64,1215083107860005,Elisa Kuswandari,37,L,Belum Kawin,1,"Engineer, site",Direktur,13991,Industri Kain Pita (narrow Fabric),D3,1,80000000,1,4,3,2,0,4,Smartphone,1,1,"Gg. Peta No. 3
Bandung, Papua Barat 12299","Gang Sentot Alibasa No. 889
Samarinda, SG 55061",Jalan Sedang,Kost-kostan,Perorangan Pribadi,Kawasan perumahan elite,"3.3285, 99.1625",Villa Jalan Veteran,Dolor corporis excepturi rerum ratione quam.,Retirement home,"Rumah Sakit Umum Herna, Jalan Veteran, Tebing Tinggi, Kota Tebing Tinggi, Sumatera Utara, 20600, Indonesia",,Jalan Veteran,Tebing Tinggi,20600,Sumatera Utara,3,1,1,2,3,1,32,1,0,3
2023-03-16 11:28:44.973673,192.168.45.187,7326021305520008,Hasna Mayasari,71,L,Cerai Hidup,1,Sub,Direktur,65302,Dana Pensiun Lembaga Keuangan,S3,0,971000000,1,2,4,1,4,3,Laptop,0,6,"Jalan Kutai No. 92
Balikpapan, BE 80609","Gg. Sukabumi No. 30
Binjai, KB 89858",Jalan Sedang,Villa,Perusahaan,Kawasan wisata,"-7.57897, 112.23109",Villa ,Quos amet consequatur aliquam molestias id eos vel.,Duplex,"Balongbesuk, Jombang, Jawa Timur, Jawa, 61471, Indonesia",,,,61471,Jawa Timur,3,1,2,3,3,2,36,1,0,1
2023-03-16 11:28:46.453526,172.16.11.166,3578102810940005,Jayeng Wahyudin,29,L,Janda,0,Landscape architect,Supervisor,50222,Angkutan Sungai Dan Danau Untuk Barang Khusus,D3,0,572000000,2,4,4,4,4,3,Laptop,5,3,"Gang M.T Haryono No. 88
Kediri, Sulawesi Utara 72909","Gang M.T Haryono No. 88
Kediri, Sulawesi Utara 72909",Jalan Besar,Rumah,Perorangan Pribadi,Kawasan perumahan miskin,"0.6246932, 123.9750018",Villa ,Repellat aperiam quae id ex deserunt recusandae.,Duplex,"Gang M.T Haryono No. 88
Kediri, Sulawesi Utara 72909",,,,,North Sulawesi,3,2,1,3,3,1,52,1,2,3
2023-03-16 11:28:46.766042,172.18.157.68,9206165903920001,"dr. Natalia Sinaga, S.Sos",31,P,Cerai Mati,2,"Embryologist, clinical",Staff,88102,Aktivitas Sosial Swasta Di Luar Panti Untuk Lanjut Usia Dan Penyandang Disabilitas,D3,0,381000000,3,3,0,1,4,3,PC,2,2,"Jalan Cihampelas No. 19
Blitar, Kepulauan Bangka Belitung 25866","Gg. Jend. A. Yani No. 05
Palangkaraya, NB 02985",Jalan Sedang,Kontrakan,Perorangan Pribadi,Kawasan perumahan miskin,"-2.2087918, 113.9273509",Apartemen Jalan Ahmad Yani,Non modi perferendis nemo amet sed hic ea.,Dormitory,"Gg. Jend. A. Yani No. 05
Palangkaraya, NB 02985",,Jalan Ahmad Yani,,74874,Kalimantan Tengah,1,2,1,1,1,1,75,2,2,3
2023-03-16 11:28:47.221537,192.168.115.234,7471062401930000,Carla Tamba,30,L,Cerai Mati,2,Museum/gallery exhibitions officer,Staff,96129,Aktivitas Kebugaran Lainnya,D4,2,979000000,2,0,0,4,0,3,Smartphone,2,6,"Jalan Pasirkoja No. 376
Kotamobagu, JT 86063","Jalan Sentot Alibasa No. 1
Subulussalam, KR 20446",Jalan Besar,Kontrakan,Perusahaan,Kawasan perumahan elite,"2.7121164, 97.9157099",Kontrakan ,Id ipsum minus eaque eius aspernatur recusandae.,House,"Jalan Sentot Alibasa No. 1
Subulussalam, KR 20446",,,,,Aceh,3,2,1,2,2,1,55,1,2,4
2023-03-16 11:28:47.542617,192.168.172.207,8103032106960004,"Gilda Sirait, M.Farm",27,L,Cerai Mati,0,"Editor, film/video",Direktur,66123,Manager Investasi,S2,1,769000000,1,1,4,3,4,1,Smartphone,2,2,"Jl. Setiabudhi No. 2
Samarinda, RI 39489","Jl. Setiabudhi No. 2
Samarinda, RI 39489",Jalan Kecil,Kontrakan,Perorangan Orang Lain,Kawasan industri,"-0.4948232, 117.1436154",Apartemen ,Illum pariatur placeat.,Condominium complex,"Jl. Setiabudhi No. 2
Samarinda, RI 39489",,,Samarinda,,East Kalimantan,3,1,1,2,3,1,53,1,2,4
2023-03-16 11:28:47.796933,10.189.59.96,5102041309980001,Iriana Mansur,25,L,Duda,4,"Scientist, product/process development",Manager,20113,Industri Kimia Dasar Anorganik Pigmen,S3,1,444000000,0,0,4,2,3,2,Laptop,4,6,"Jl. Tubagus Ismail No. 30
Pematangsiantar, SS 07655","Jl. Tubagus Ismail No. 30
Pematangsiantar, SS 07655",Jalan Sedang,Villa,Perusahaan,Kawasan perumahan elite,"2.970042, 99.0681668",Villa ,Alias eius nobis dolorem.,Townhouse,"Jl. Tubagus Ismail No. 30
Pematangsiantar, SS 07655",,,,,North Sumatra,1,4,4,0,0,1,95,3,2,4
2023-03-16 11:28:48.037618,192.168.159.232,6403102912910009,Harja Utama,32,L,Cerai Mati,3,Social worker,Manager,84210,Hubungan Luar Negeri,S3,3,424000000,2,4,4,4,1,1,Laptop,1,1,"Gang Kutai No. 5
Bukittinggi, JT 17163","Jalan Astana Anyar No. 8
Sawahlunto, Riau 18314",Jalan Kecil,Perum,Perorangan Pribadi,Pinggiran kota,"-0.3039178, 100.383479",Apartemen ,Explicabo vero id cum impedit voluptatum inventore.,Townhouse,"Gang Kutai No. 5
Bukittinggi, JT 17163",,,Bukittinggi,,West Sumatra,1,3,1,2,3,2,76,2,0,2
2023-03-16 11:28:48.556240,172.29.223.137,7324065503510004,Karman Pranowo,72,P,Duda,0,Occupational hygienist,Supervisor,52215,Aktivitas Perparkiran Di Luar Badan Jalan (off Street Parking),D3,3,331000000,1,3,2,1,0,0,Smartphone,4,0,"Jalan Waringin No. 2
Tangerang Selatan, Bengkulu 41679","Gang Veteran No. 1
Mataram, BB 08400",Jalan Besar,Apartemen,Perusahaan,Kawasan industri,"-6.2835218, 106.7112933",Mess ,Soluta omnis architecto quisquam numquam blanditiis.,Condominium complex,"Jalan Waringin No. 2
Tangerang Selatan, Bengkulu 41679",,,South Tangerang,,Banten,3,1,2,2,2,1,49,1,0,2
2023-03-16 11:28:48.893491,192.168.210.207,7317014805520002,Empluk Habibi,71,P,Cerai Mati,4,Field trials officer,Supervisor,8991,Pertambangan Batu Mulia,D3,3,847000000,0,0,3,1,4,1,PC,2,5,"Gang Rajawali Timur No. 22
Magelang, BB 11494","Gang Rajawali Timur No. 22
Magelang, BB 11494",Jalan Besar,Villa,Lainnya,Kawasan perumahan miskin,"-7.479734199999999, 110.2176941",Villa ,Similique corrupti error ab aliquid.,Retirement home,"Gang Rajawali Timur No. 22
Magelang, BB 11494",,,Magelang,,Central Java,3,2,1,3,3,1,47,1,2,2
2023-03-16 11:28:49.277304,10.188.24.130,1116072005550000,Cemplunk Firmansyah,68,L,Cerai Hidup,2,Estate agent,Direktur,1131,Pertanian Hortikultura Sayuran Daun,S1,3,676000000,3,3,1,0,1,0,PC,2,5,"Gang Medokan Ayu No. 52
Subulussalam, Jawa Barat 77810","Gang Medokan Ayu No. 52
Subulussalam, Jawa Barat 77810",Jalan Besar,Mess,Lainnya,Kawasan industri,"-7.01833, 107.60389",Rumah ,Consequuntur eum eum aut distinctio eos.,Apartment complex,"Rancamulya, Bandung, Jawa Barat, 40288, Indonesia",,,,40288,Jawa Barat,3,1,1,3,4,2,17,0,0,2
2023-03-16 11:28:50.695421,172.26.83.120,7306096004530009,"T. Pranawa Hakim, S.Farm",70,P,Cerai Hidup,1,Technical brewer,Staff,30990,Industri Alat Angkutan Lainnya Ytdl,S2,4,239000000,3,4,2,4,4,1,PC,5,7,"Jalan Sadang Serang No. 01
Kota Administrasi Jakarta Timur, JT 41412","Jalan Sadang Serang No. 01
Kota Administrasi Jakarta Timur, JT 41412",Jalan Sedang,Kost-kostan,Pemerintah,Kawasan perumahan elite,"-6.2250138, 106.9004472",Rumah ,Delectus facilis ducimus ex reprehenderit necessitatibus eum.,Townhouse,"Jalan Sadang Serang No. 01
Kota Administrasi Jakarta Timur, JT 41412",,,East Jakarta,,Jakarta,3,2,0,3,2,2,46,1,2,3
2023-03-16 11:28:50.983324,10.241.35.109,7316016603870003,"Ami Hardiansyah, M.Pd",36,P,Belum Kawin,4,"Designer, interior/spatial",Direktur,74909,"Aktivitas Profesional, Ilmiah Dan Teknis Lainnya Ytdl",SMA/SMK,0,537000000,1,0,0,2,1,3,Laptop,5,1,"Jl. Pasir Koja No. 01
Purwokerto, KI 66575","Jl. Jamika No. 7
Pariaman, KS 25356",Jalan Besar,Kost-kostan,Pemerintah,Kawasan pertanian,"-0.6256516999999999, 100.1233396",Kontrakan ,Reprehenderit voluptates perspiciatis quo.,Apartment complex,"Jl. Jamika No. 7
Pariaman, KS 25356",,,Pariaman,,West Sumatra,4,0,1,4,4,3,17,0,2,2
2023-03-16 11:28:51.262015,172.25.4.165,1408037005640008,"Ir. Salimah Prakasa, S.Pt",59,P,Kawin,2,Retail manager,Direktur,46208,Perdagangan Besar Kulit Dan Kulit Jangat,D4,4,867000000,2,4,0,1,4,3,Laptop,2,0,"Gg. Pasteur No. 953
Kotamobagu, Sumatera Selatan 91525","Gg. Tebet Barat Dalam No. 44
Serang, JK 54563",Jalan Besar,Rumah,Perusahaan,Kawasan industri,"-6.2356436, 106.8488128",Villa ,Ducimus voluptatibus suscipit qui fugit.,Apartment complex,"Gg. Tebet Barat Dalam No. 44
Serang, JK 54563",,,,,Jakarta,4,1,0,3,4,2,14,0,2,1
2023-03-16 11:28:51.622910,192.168.105.191,3322130406520001,T. Adikara Laksmiwati,71,L,Duda,3,Medical laboratory scientific officer,Direktur,16214,Industri Veneer,S3,4,248000000,3,4,4,1,2,1,Laptop,4,1,"Jl. Dr. Djunjunan No. 271
Makassar, Kalimantan Selatan 49442","Jalan Gardujati No. 357
Yogyakarta, Jawa Barat 63250",Jalan Besar,Perum,Perusahaan,Kawasan komersial,"-1.6, 103.61667",Mess Jalan Haji Abdulrahman Saleh,Aliquam quas fuga nobis itaque autem.,Retirement home,"Jalan Haji Abdulrahman Saleh, Sungai Asam, Jambi, Danau Sipin, Jambi, 36134, Indonesia",,Jalan Haji Abdulrahman Saleh,Jambi,36134,Jambi,2,2,0,3,3,1,40,1,0,3
2023-03-16 11:28:53.090651,10.28.86.5,7171065203500000,"R. Elisa Tampubolon, M.M.",73,P,Cerai Hidup,2,Research scientist (medical),Direktur,47873,Perdagangan Eceran Kaki Lima Dan Los Pasar Hasil Pencetakan Dan Penerbitan,S1,1,134000000,2,4,2,1,4,2,PC,5,1,"Jalan Jakarta No. 0
Malang, Sumatera Utara 59976","Jalan Ir. H. Djuanda No. 8
Metro, SR 20451",Jalan Sedang,Mess,Perusahaan,Kawasan perumahan miskin,,Perum ,Ullam corrupti ipsam saepe explicabo id.,,"Jalan Ir. H. Djuanda No. 8
Metro, SR 20451",,,,,,2,3,3,1,2,2,86,2,0,4
2023-03-16 11:28:53.235560,10.130.77.157,3316082003910008,Cinthia Nababan,32,L,Kawin,4,"Editor, commissioning",Direktur,46495,Perdagangan Besar Alat Olahraga,D3,0,541000000,3,3,1,0,2,4,Smartphone,4,5,"Gang Pasir Koja No. 4
Pangkalpinang, Papua 73878","Jalan Suryakencana No. 795
Tegal, Sulawesi Tenggara 59884",Jalan Besar,Rumah,Pemerintah,Kawasan pegunungan,"-1.6, 103.61667",Villa Jalan Haji Abdulrahman Saleh,Nostrum molestias sed ut magnam nesciunt repellat.,House,"Jalan Haji Abdulrahman Saleh, Sungai Asam, Jambi, Danau Sipin, Jambi, 36134, Indonesia",,Jalan Haji Abdulrahman Saleh,Jambi,36134,Jambi,0,3,4,1,2,0,101,3,0,1
2023-03-16 11:28:55.390783,172.18.118.210,3513055106920009,"dr. Umaya Tamba, S.Ked",31,P,Kawin,0,Health and safety adviser,Staff,26601,"Industri Peralatan Iradiasi/sinar X, Perlengkapan Dan Sejenisnya",S1,4,173000000,2,1,1,1,2,0,Laptop,0,6,"Gg. HOS. Cokroaminoto No. 378
Metro, SN 15454","Gg. HOS. Cokroaminoto No. 378
Metro, SN 15454",Jalan Kecil,Mess,Lainnya,Kawasan pegunungan,,Rumah ,Animi aperiam quis modi adipisci doloremque magni mollitia.,,"Gg. HOS. Cokroaminoto No. 378
Metro, SN 15454",,,,,,1,4,3,0,2,1,114,3,0,2
2023-03-16 11:28:55.528515,192.168.114.118,1310021908640004,drg. Dian Sitorus,59,L,Belum Kawin,4,Civil Service administrator,Direktur,60201,Aktivitas Penyiaran Dan Pemrograman Televisi Oleh Pemerintah,S1,4,416000000,1,2,3,4,0,2,Smartphone,3,1,"Jalan KH Amin Jasuta No. 23
Bima, Kepulauan Bangka Belitung 00283","Gg. Gegerkalong Hilir No. 4
Tual, Gorontalo 51222",Jalan Kecil,Kontrakan,Perorangan Pribadi,Kawasan perumahan elite,"0.51667, 101.44167",Apartemen Jalan Durian,Ullam mollitia harum doloribus voluptatum sint doloribus velit.,Residential neighbourhood,"Jalan Durian, RT. 01, Kelurahan Jadirejo, Kabupaten Kampar, Riau, 28121, Indonesia",,Jalan Durian,Kelurahan Jadirejo,28121,Riau,3,2,2,3,3,1,44,1,0,3
2023-03-16 11:28:57.323636,10.63.29.50,1113012201520001,Ibrani Prasasta,71,L,Cerai Hidup,0,Operations geologist,Direktur,47793,Perdagangan Eceran Mesin Lainnya Dan Perlengkapannya,S2,4,472000000,0,0,3,4,4,0,Laptop,4,3,"Gang Bangka Raya No. 0
Mojokerto, NB 39605","Gg. Merdeka No. 34
Makassar, Sulawesi Tengah 96080",Jalan Kecil,Kost-kostan,Perusahaan,Kawasan perumahan miskin,"-3.5403, 118.9707",Villa ,Animi at similique exercitationem magnam doloribus aliquid porro.,Apartment complex,"Labuang, Majene, Sulawesi Barat, 91412, Indonesia",,,,91412,Sulawesi Barat,1,2,1,2,0,1,90,2,0,3
2023-03-16 11:28:58.942392,192.168.30.106,3207060203650002,Salman Astuti,58,L,Cerai Hidup,2,Animal nutritionist,Manager,28112,Industri Motor Pembakaran Dalam,D4,4,611000000,0,1,2,2,0,1,PC,0,3,"Gg. Suryakencana No. 8
Mojokerto, BA 58093","Gg. Rajawali Timur No. 14
Batam, PB 87981",Jalan Kecil,Apartemen,Pemerintah,Kawasan perumahan padat penduduk,"1.1300779, 104.0529207",Perum ,Voluptatem possimus autem cumque rem quaerat aspernatur.,Retirement home,"Gg. Rajawali Timur No. 14
Batam, PB 87981",,,Batam,,Riau Islands,4,1,1,3,4,2,10,0,2,0
2023-03-16 11:28:59.658744,10.71.163.166,3213092609760009,drg. Ella Aryani,47,L,Duda,2,Systems developer,Manager,84134,Kegiatan Lembaga Pemerintahan Bidang Komunikasi Dan Informatika,D3,2,162000000,0,1,2,4,3,4,PC,2,4,"Jl. Abdul Muis No. 665
Serang, Papua 50212","Jl. Abdul Muis No. 665
Serang, Papua 50212",Jalan Besar,Apartemen,Perorangan Pribadi,Kawasan wisata,"-7.01833, 107.60389",Perum ,Rerum dolore dolorem maxime adipisci.,Townhouse,"Rancamulya, Bandung, Jawa Barat, 40288, Indonesia",,,,40288,Jawa Barat,4,1,0,3,4,3,26,0,0,0
2023-03-16 11:29:01.466277,10.89.250.208,7317226011860009,Prabawa Agustina,37,P,Cerai Hidup,2,"Engineer, site",Direktur,23923,Industri Peralatan Saniter Dari Porselen,D4,2,733000000,2,2,3,1,4,4,Laptop,1,0,"Jalan Cikutra Timur No. 5
Pontianak, MU 62528","Jalan Veteran No. 06
Pangkalpinang, Jawa Timur 55733",Jalan Kecil,Perum,Lainnya,Kawasan komersial,"-7.5360639, 112.2384017",Villa ,Cum sapiente illum.,Dormitory,"Jalan Veteran No. 06
Pangkalpinang, Jawa Timur 55733",,,,,East Java,2,2,3,1,1,2,64,2,2,3
2023-03-16 11:29:02.347189,192.168.2.109,7313014201840003,"drg. Ida Rajata, M.TI.",39,P,Kawin,1,Operational researcher,Manager,36002,Penampungan Dan Penyaluran Air Baku,S2,1,609000000,0,1,1,3,3,3,Smartphone,1,3,"Gang Wonoayu No. 4
Tegal, KS 56080","Gang Wonoayu No. 4
Tegal, KS 56080",Jalan Besar,Apartemen,Perusahaan,Kawasan perumahan elite,"-6.879704100000001, 109.1255917",Rumah Susun ,Quaerat optio dolorem dignissimos accusantium dolores.,Condominium complex,"Gang Wonoayu No. 4
Tegal, KS 56080",,,Tegal,,Central Java,3,2,1,3,3,2,35,1,2,2
2023-03-16 11:29:02.614008,172.17.233.117,3201245207580008,Drs. Devi Mustofa,65,P,Cerai Hidup,0,Pharmacologist,Direktur,47846,Perdagangan Eceran Kaki Lima Dan Los Pasar Aromatik/penyegar (minyak Atsiri),S2,4,302000000,0,2,1,2,3,3,Smartphone,1,4,"Gg. Rajawali Timur No. 6
Samarinda, SS 01797","Jalan Ahmad Dahlan No. 66
Samarinda, Jawa Timur 26985",Jalan Besar,Kontrakan,Perorangan Pribadi,Kawasan pertanian,"3.3285, 99.1625",Rumah Jalan Veteran,Qui recusandae qui expedita hic quidem illo mollitia.,Apartment complex,"Rumah Sakit Umum Herna, Jalan Veteran, Tebing Tinggi, Kota Tebing Tinggi, Sumatera Utara, 20600, Indonesia",,Jalan Veteran,Tebing Tinggi,20600,Sumatera Utara,0,4,4,0,1,1,99,3,0,3
