datetime,ip_address,NIK,applicant_name,age,gender,marital_status,number_of_dependents,occupation,job_position,job_specific_code,job_specific,education_level,user_income,collateral_value_of_on_site_assets,average_loans_taken_in_the_same_location,last_credit_history,other_credit_history1,other_credit_history2,other_credit_history3,worst_credit_performance,hardware,operating_system_type,browser,home_address,domicile_address,road_type,building_type,building_owner,building_location,gmaps_coordinates,gmaps_location_name,gmpas_location_description,gmaps_category,gmaps_address,gmaps_neighborhood,gmaps_street,gmaps_city,gmaps_postal_code,gmaps_state,total_population,average_income_of_the_population_in_the_area,education_of_the_population_in_the_area,unemployment_rate_in_the_area,crime_rate_in_the_area,poverty_rate_in_the_area,length_of_stay_at_domicile_address,address_stability,domicile_address_and_location_suitability,credit_score,credit_score_category
2023-03-27 10:31:46.683206,10.37.152.210,1302036707970007,"Sutan Garang Santoso, M.Ak",26,P,Cerai Mati,5,Lawyer,Supervisor,3263,Jasa Pasca Panen Budidaya Ikan Air Payau,S3,Rp 10.000.000 - Rp 15.000.000,953000000,0 - 2 Pinjaman,2,2,0,4,4,Smartphone,macOS,Firefox,"Jl. Medokan Ayu No. 23
Pasuruan, Papua Barat 47225","Jl. Medokan Ayu No. 23
Pasuruan, Papua Barat 47225",Jalan Kecil,Apartemen,Pemerintah,Kawasan perumahan elite,"-1.3361154, 133.1747162",Mess ,Ipsa earum expedita non.,House,"Jl. Medokan Ayu No. 23
Pasuruan, Papua Barat 47225",,,,,West Papua,1,3,2,1,1,1,90,2,0,100,Excellent
2023-03-27 10:31:47.051957,192.168.163.117,1571030303710001,Zalindra Suartini,52,L,Janda,1,Broker,Staff,3119,Penangkapan Biota Air Lainnya Di Laut,D3,< Rp 5.000.000,831000000,0 - 2 Pinjaman,1,4,4,0,1,PC,Windows,Unknown,"Jalan Suryakencana No. 5
Manado, Nusa Tenggara Barat 96160","Jalan Suryakencana No. 5
Manado, Nusa Tenggara Barat 96160",Jalan Besar,Villa,Perusahaan,Kawasan perumahan elite,"-1.26424, 104.09701",Mess ,Voluptatem earum porro nihil.,Condominium complex,"Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",,,,,Jambi,2,2,1,2,2,1,58,1,0,70,Very Good
2023-03-27 10:31:49.299127,10.88.107.67,9102295105610005,"Tgk. Jindra Siregar, S.E.I",62,P,Kawin,4,Nun,Direktur,71203,Jasa Inspeksi Periodik,D3,> Rp 20.000.000,374000000,6 - 8 Pinjaman,2,3,2,3,4,Smartphone,Chrome OS,Opera,"Gang S. Parman No. 09
Tidore Kepulauan, BT 06544","Jl. Soekarno Hatta No. 17
Batam, DKI Jakarta 71856",Jalan Kecil,Rumah Susun,Perorangan Orang Lain,Kawasan perumahan padat penduduk,"-3.5403, 118.9707",Rumah ,Tempora exercitationem saepe saepe ipsam mollitia quasi non.,Apartment complex,"Labuang, Majene, Sulawesi Barat, 91412, Indonesia",,,,91412,Sulawesi Barat,1,4,2,0,1,0,91,3,0,100,Excellent
2023-03-27 10:31:51.073363,10.150.38.13,8272070103700000,"Tasdik Salahudin, M.Pd",53,L,Cerai Hidup,4,Village head,Direktur,47894,Perdagangan Eceran Kaki Lima Dan Los Pasar Barang Bekas Perlengkapan Rumah Tangga,D3,Rp 5.000.000 - Rp 10.000.000,856000000,0 - 2 Pinjaman,4,3,4,3,1,Tablet,iOS,Opera,"Gang Ciumbuleuit No. 553
Pematangsiantar, Kalimantan Tengah 49184","Gang Ciumbuleuit No. 553
Pematangsiantar, Kalimantan Tengah 49184",Jalan Sedang,Kontrakan,Perorangan Orang Lain,Kawasan perumahan elite,"-1.26424, 104.09701",Apartemen ,Nesciunt consequatur necessitatibus amet ea rerum.,House,"Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",,,,,Jambi,1,4,1,0,0,0,98,3,0,100,Excellent
2023-03-27 10:31:52.979128,10.183.96.77,1604311609880002,"Kasim Hakim, M.M.",35,L,Cerai Hidup,5,Retiree,Staff,70100,Aktivitas Kantor Pusat,SMA/SMK,Rp 15.000.000 - Rp 20.000.000,651000000,6 - 8 Pinjaman,0,3,4,1,0,Smartphone,iOS,Brave,"Jl. Cikapayang No. 42
Tangerang, Kalimantan Barat 41206","Jl. Cikapayang No. 42
Tangerang, Kalimantan Barat 41206",Jalan Kecil,Rumah Susun,Lainnya,Kawasan komersial,"-1.26424, 104.09701",Perum ,Molestias similique reprehenderit magni.,Residential neighbourhood,"Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",,,,,Jambi,4,1,0,3,3,3,10,0,0,40,Fair
2023-03-27 10:31:54.875838,192.168.12.17,3212206407550006,"dr. Nadia Firmansyah, S.Sos",68,P,Janda,2,Television broadcaster,Staff,22291,Industri Barang Plastik Lembaran,D4,Rp 5.000.000 - Rp 10.000.000,906000000,3 - 5 Pinjaman,2,1,3,2,1,Smartphone,macOS,Brave,"Gang Setiabudhi No. 55
Magelang, Sulawesi Selatan 80495","Jalan Sukabumi No. 5
Salatiga, Sulawesi Tenggara 91593",Jalan Besar,Rumah Susun,Perorangan Orang Lain,Pusat kota,"-3.6687994, 119.9740534",Villa ,Nemo quam assumenda.,Duplex,"Gang Setiabudhi No. 55
Magelang, Sulawesi Selatan 80495",,,,,South Sulawesi,2,2,0,3,3,2,37,1,0,70,Very Good
2023-03-27 10:31:55.686798,192.168.171.227,3202062410900001,Michelle Prabowo,33,L,Cerai Hidup,2,Sailor,Staff,5102,Gasifikasi Batu Bara Di Lokasi Penambangan,S1,Rp 10.000.000 - Rp 15.000.000,411000000,3 - 5 Pinjaman,1,2,3,2,1,Smartphone,Windows,Safari,"Gang PHH. Mustofa No. 1
Kediri, MA 21464","Gang Stasiun Wonokromo No. 31
Padang Sidempuan, Kepulauan Riau 41346",Jalan Kecil,Villa,Pemerintah,Kawasan perumahan padat penduduk,"-7.73379, 113.69785",Mess ,Inventore eos modi facere distinctio aliquam.,Condominium complex,"Besuki, Situbondo, Jawa Timur, Indonesia",,,,,Jawa Timur,4,0,0,3,4,3,25,0,0,30,Fair
2023-03-27 10:31:57.111509,172.21.187.21,3202345707500001,R.M. Ega Prayoga,73,P,Janda,0,Indonesian National Army,Staff,1611,Jasa Pengolahan Lahan,S1,Rp 15.000.000 - Rp 20.000.000,211000000,0 - 2 Pinjaman,4,2,3,2,2,Smartphone,Windows,Brave,"Jalan H.J Maemunah No. 3
Pekanbaru, Sulawesi Utara 17427","Gang Pasteur No. 196
Medan, Maluku Utara 80279",Jalan Sedang,Kost-kostan,Perorangan Orang Lain,Kawasan pegunungan,"1.5709993, 127.8087693",Perum ,Aliquid totam neque itaque voluptas qui nostrum.,Apartment complex,"Gang Pasteur No. 196
Medan, Maluku Utara 80279",,,,,North Maluku,1,3,1,1,0,0,74,2,0,90,Excellent
2023-03-27 10:31:57.526536,172.31.90.5,7409071210780005,Eka Latupono,45,L,Cerai Hidup,0,Paranormal,Manager,71209,Analisis Dan Uji Teknis Lainnya,D4,< Rp 5.000.000,783000000,6 - 8 Pinjaman,1,3,4,2,1,PC,Linux,Onsite,"Jalan Monginsidi No. 79
Ambon, PA 49615","Jalan Monginsidi No. 79
Ambon, PA 49615",Jalan Kecil,Rumah Susun,Pemerintah,Kawasan wisata,"-3.6386665, 128.1688559",Villa ,Sunt ad neque illum facere harum eius.,Dormitory,"Jalan Monginsidi No. 79
Ambon, PA 49615",,,,,Maluku,1,2,3,1,2,2,68,2,2,100,Excellent
2023-03-27 10:31:57.909327,172.25.166.15,1407166703870002,Hardi Mardhiyah,36,P,Duda,5,Event promoter,Staff,47744,Perdagangan Eceran Barang Listrik Dan Elektronik Bekas,D3,Rp 15.000.000 - Rp 20.000.000,805000000,3 - 5 Pinjaman,0,4,0,0,4,PC,macOS,Brave,"Jalan Jend. Sudirman No. 8
Pangkalpinang, Sumatera Utara 37951","Jalan Jend. Sudirman No. 8
Pangkalpinang, Sumatera Utara 37951",Jalan Besar,Villa,Perorangan Orang Lain,Pinggiran kota,"-2.1316266, 106.1169299",Kost-kostan ,Aspernatur labore numquam at.,House,"Jalan Jend. Sudirman No. 8
Pangkalpinang, Sumatera Utara 37951",,,Pangkalpinang,,Bangka Belitung Islands,2,2,0,3,2,1,37,1,2,90,Excellent
2023-03-27 10:31:58.292526,172.29.119.196,3327031304940006,Martani Hariyah,29,L,Duda,2,Driver,Manager,47112,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Bukan Di Supermarket/minimarket (tradisional)",D4,< Rp 5.000.000,858000000,> 8 Pinjaman,4,2,3,4,3,PC,Linux,Unknown,"Jl. Kapten Muslihat No. 99
Pangkalpinang, NT 45522","Jalan W.R. Supratman No. 169
Denpasar, ST 28744",Jalan Sedang,Villa,Lainnya,Kawasan pertanian,"-2.1316266, 106.1169299",Mess ,Esse corrupti nemo vel.,House,"Jl. Kapten Muslihat No. 99
Pangkalpinang, NT 45522",,,Pangkalpinang,,Bangka Belitung Islands,1,3,1,2,3,1,78,2,0,100,Excellent
2023-03-27 10:31:59.122418,192.168.199.121,6403034701860000,Rahmat Mulyani,37,P,Kawin,5,Broker,Staff,91035,Suaka Margasatwa (sm) Dan Cagar Alam (ca),S3,Rp 15.000.000 - Rp 20.000.000,637000000,3 - 5 Pinjaman,2,0,1,0,2,Tablet,Chrome OS,Safari,"Jl. Gegerkalong Hilir No. 9
Kota Administrasi Jakarta Timur, BT 98199","Gang Cihampelas No. 37
Kota Administrasi Jakarta Utara, MU 79873",Jalan Sedang,Villa,Pemerintah,Kawasan wisata,"-6.8660066, 107.5875009",Villa ,Nobis numquam debitis iusto provident molestias.,Condominium complex,"Jl. Gegerkalong Hilir No. 9
Kota Administrasi Jakarta Timur, BT 98199",,,,,West Java,2,3,3,2,0,2,89,2,0,100,Excellent
2023-03-27 10:31:59.623175,192.168.137.119,1220040911770002,Calista Mardhiyah,46,L,Janda,2,Dentist,Staff,1496,Pembibitan Dan Budidaya Cacing,S1,Rp 5.000.000 - Rp 10.000.000,771000000,> 8 Pinjaman,0,1,2,3,4,Laptop,Linux,Chrome,"Gang BKR No. 9
Cilegon, BT 99138","Jl. W.R. Supratman No. 35
Tangerang Selatan, Lampung 84669",Jalan Besar,Mess,Perusahaan,Pinggiran kota,"-6.0186516, 106.0558218",Mess ,Porro ratione eius voluptates nostrum.,Gated community,"Gang BKR No. 9
Cilegon, BT 99138",,,,,Banten,1,3,3,2,2,0,74,2,0,100,Excellent
2023-03-27 10:32:00.103821,192.168.242.225,3202094309960004,Tantri Pangestu,27,P,Kawin,1,Sailor,Manager,5102,Gasifikasi Batu Bara Di Lokasi Penambangan,S3,Rp 5.000.000 - Rp 10.000.000,519000000,0 - 2 Pinjaman,4,3,3,2,2,Tablet,Linux,Onsite,"Gang Cikutra Barat No. 3
Kota Administrasi Jakarta Selatan, SU 16722","Gang Cikutra Barat No. 3
Kota Administrasi Jakarta Selatan, SU 16722",Jalan Kecil,Rumah Susun,Lainnya,Pusat kota,"-6.8048, 110.8405",Kost-kostan ,Vel consequatur nesciunt delectus nesciunt cumque tempora.,Retirement home,"Demaan, Kudus, Jawa Tengah, 59318, Indonesia",,,,59318,Jawa Tengah,3,1,1,3,3,2,55,1,0,70,Very Good
2023-03-27 10:32:01.843815,172.22.206.224,3523131911790004,dr. Pranata Irawan,44,L,Belum Kawin,0,Psychiatrist/Psychologist,Direktur,42216,Konstruksi Sinyal Dan Telekomunikasi Kereta Api,S2,< Rp 5.000.000,789000000,6 - 8 Pinjaman,4,0,2,4,3,PC,macOS,Edge,"Jl. Tebet Barat Dalam No. 48
Tual, Papua 83447","Jl. Tebet Barat Dalam No. 48
Tual, Papua 83447",Jalan Kecil,Villa,Pemerintah,Pinggiran kota,"-4.0123271, 140.9080913",Villa ,Dolores perspiciatis quidem illum cum quam.,Condominium complex,"Jl. Tebet Barat Dalam No. 48
Tual, Papua 83447",,,,,Papua,0,4,3,0,1,0,111,3,0,100,Excellent
2023-03-27 10:32:02.295935,10.128.41.234,1207281902760000,Argono Namaga,47,L,Duda,2,Daily laborer,Direktur,2409,Jasa Penunjang Kehutanan Lainnya,D4,Rp 5.000.000 - Rp 10.000.000,612000000,> 8 Pinjaman,4,2,0,1,0,Tablet,Android,Brave,"Gang Astana Anyar No. 5
Bau-Bau, SG 29332","Jl. Tebet Barat Dalam No. 23
Tegal, SR 39239",Jalan Sedang,Rumah Susun,Lainnya,Kawasan perumahan elite,"-5.507078, 122.596901",Apartemen ,Nulla corporis eum consequatur aspernatur id quis.,House,"Gang Astana Anyar No. 5
Bau-Bau, SG 29332",,,Baubau,,South East Sulawesi,4,0,0,3,4,3,11,0,0,40,Fair
2023-03-27 10:32:03.016165,172.21.122.89,1220012406520005,Zelaya Sihotang,71,L,Belum Kawin,3,Farm laborer/gardener,Direktur,47213,Perdagangan Eceran Sayuran,S2,Rp 10.000.000 - Rp 15.000.000,511000000,6 - 8 Pinjaman,3,1,3,1,0,Tablet,Linux,Onsite,"Gang Gegerkalong Hilir No. 52
Blitar, MU 10956","Gang Cikutra Barat No. 6
Serang, PA 01113",Jalan Sedang,Apartemen,Perorangan Orang Lain,Kawasan perumahan padat penduduk,"-7.73379, 113.69785",Villa ,Totam labore vitae sed.,Retirement home,"Besuki, Situbondo, Jawa Timur, Indonesia",,,,,Jawa Timur,1,4,2,1,2,0,112,3,0,100,Excellent
2023-03-27 10:32:05.064520,172.21.247.195,3517180603850008,drg. Kamal Waluyo,38,L,Cerai Mati,2,Traditional healer,Staff,28250,"Industri Mesin Pengolahan Makanan, Minuman Dan Tembakau",S3,< Rp 5.000.000,681000000,3 - 5 Pinjaman,4,4,0,4,4,Tablet,iOS,Opera,"Gg. Jend. Sudirman No. 1
Sorong, ST 20092","Gg. Jend. Sudirman No. 1
Sorong, ST 20092",Jalan Sedang,Villa,Lainnya,Kawasan komersial,"-0.8862652, 131.2864994",Rumah Jalan Jendral Sudirman,Debitis quibusdam sit voluptas cum aspernatur dignissimos.,Residential neighbourhood,"Gg. Jend. Sudirman No. 1
Sorong, ST 20092",,Jalan Jendral Sudirman,,98412,Papua Barat,4,0,0,3,4,3,9,0,2,60,Good
2023-03-27 10:32:05.478459,172.19.147.185,1203056605650007,"Ir. Anita Novitasari, S.Kom",58,P,Cerai Mati,4,Paranormal,Manager,26320,Industri Peralatan Komunikasi Tanpa Kabel (wireless),D4,< Rp 5.000.000,271000000,3 - 5 Pinjaman,2,4,1,4,3,Smartphone,Android,Opera,"Jalan Cikapayang No. 804
Tanjungpinang, Kalimantan Utara 06831","Gang Ronggowarsito No. 7
Jayapura, Sumatera Utara 97755",Jalan Besar,Rumah Susun,Lainnya,Kawasan pertanian,"2.1153547, 99.54509739999999",Villa ,In aut reprehenderit.,Duplex,"Gang Ronggowarsito No. 7
Jayapura, Sumatera Utara 97755",,,,,North Sumatra,3,1,2,3,3,2,36,1,0,60,Good
2023-03-27 10:32:05.859912,192.168.173.68,1202151610940000,"dr. Winda Prasasta, S.E.",29,L,Janda,0,Carpenter,Supervisor,8105,Penggalian Tanah Dan Tanah Liat,S2,< Rp 5.000.000,832000000,6 - 8 Pinjaman,4,4,4,4,3,Smartphone,Chrome OS,Firefox,"Gang S. Parman No. 8
Ambon, SU 96928","Gang S. Parman No. 8
Ambon, SU 96928",Jalan Besar,Rumah,Pemerintah,Kawasan perumahan elite,"-3.6386665, 128.1688559",Apartemen ,Accusamus alias amet voluptas.,House,"Gang S. Parman No. 8
Ambon, SU 96928",,,,,Maluku,2,3,3,2,1,2,71,2,2,100,Excellent
2023-03-27 10:32:06.227519,192.168.163.144,3601136810580006,"Rahmi Gunawan, M.M.",65,P,Duda,3,Traditional healer,Staff,88102,Aktivitas Sosial Swasta Di Luar Panti Untuk Lanjut Usia Dan Penyandang Disabilitas,D3,< Rp 5.000.000,940000000,> 8 Pinjaman,3,0,1,4,3,PC,macOS,Chrome,"Jl. Gardujati No. 489
Prabumulih, SG 05205","Gang Pasirkoja No. 802
Medan, Nusa Tenggara Timur 23687",Jalan Sedang,Kontrakan,Perorangan Pribadi,Kawasan perumahan miskin,"3.5951956, 98.6722227",Apartemen ,Quos repellendus qui voluptas minus doloremque iusto.,Dormitory,"Gang Pasirkoja No. 802
Medan, Nusa Tenggara Timur 23687",,,Medan,,North Sumatra,1,2,1,1,1,1,75,2,2,100,Excellent
2023-03-27 10:32:06.846020,192.168.85.10,1211046412510001,Cut Restu Laksita,72,P,Duda,3,Traditional healer,Staff,96129,Aktivitas Kebugaran Lainnya,D4,Rp 10.000.000 - Rp 15.000.000,921000000,6 - 8 Pinjaman,0,0,4,0,3,Smartphone,Windows,Brave,"Gang Asia Afrika No. 184
Madiun, SU 61211","Gang Dipatiukur No. 5
Kota Administrasi Jakarta Selatan, KI 58664",Jalan Besar,Kontrakan,Perusahaan,Kawasan perumahan elite,"-6.2614927, 106.8105998",Kontrakan ,Praesentium tenetur optio excepturi cumque a.,House,"Gang Dipatiukur No. 5
Kota Administrasi Jakarta Selatan, KI 58664",,,South Jakarta,,Jakarta,3,2,1,2,2,1,55,1,2,90,Excellent
2023-03-27 10:32:07.218724,172.26.197.64,8103032106960002,Winda Hardiansyah,27,L,Cerai Mati,0,Vice Mayor,Staff,10629,Industri Pati Lainnya,S2,> Rp 20.000.000,952000000,> 8 Pinjaman,4,1,2,1,3,PC,Linux,Opera,"Jalan Jamika No. 6
Madiun, BE 35150","Jalan Jamika No. 6
Madiun, BE 35150",Jalan Kecil,Apartemen,Pemerintah,Pinggiran kota,"-7.6310587, 111.5300159",Villa ,Fugit illum possimus perspiciatis similique perferendis commodi distinctio.,Dormitory,"Jalan Jamika No. 6
Madiun, BE 35150",,,Madiun,,East Java,3,2,0,2,2,1,38,1,2,90,Excellent
2023-03-27 10:32:07.591230,10.207.94.153,1808016611600005,Sutan Edi Maulana,63,P,Cerai Hidup,2,Member of the Regional Representative Council,Manager,26490,Industri Peralatan Audio Dan Video Elektronik Lainnya,S2,> Rp 20.000.000,395000000,> 8 Pinjaman,3,0,4,3,3,Smartphone,Chrome OS,Opera,"Jalan Kutisari Selatan No. 98
Tangerang, PA 59174","Gg. Pasir Koja No. 6
Padang, LA 86464",Jalan Sedang,Apartemen,Pemerintah,Kawasan perumahan padat penduduk,"-6.1701796, 106.6403236",Apartemen ,Et fugiat molestiae blanditiis.,Retirement home,"Jalan Kutisari Selatan No. 98
Tangerang, PA 59174",,,Tangerang,,Banten,1,2,2,2,2,1,65,2,0,90,Excellent
2023-03-27 10:32:08.286217,192.168.128.73,1219100402640005,"Vicky Nugroho, M.Pd",59,L,Duda,5,Notary,Supervisor,32114,Industri Barang Dari Logam Mulia Untuk Keperluan Teknik Dan Atau Laboratorium,S1,Rp 15.000.000 - Rp 20.000.000,370000000,3 - 5 Pinjaman,0,0,4,1,4,Laptop,macOS,Chrome,"Gg. Kutisari Selatan No. 296
Kediri, Lampung 69259","Gg. Kutisari Selatan No. 296
Kediri, Lampung 69259",Jalan Sedang,Mess,Perorangan Orang Lain,Kawasan pertanian,"-5.3434773, 105.0279805",Villa ,Labore consequatur autem nobis minima neque.,Residential neighbourhood,"Gg. Kutisari Selatan No. 296
Kediri, Lampung 69259",,,,,Lampung,3,1,2,2,3,2,35,1,2,80,Very Good
2023-03-27 10:32:09.262315,192.168.7.94,7308074604550003,Hasim Wibowo,68,P,Cerai Mati,1,Nurse,Manager,23112,Industri Kaca Pengaman,SMA/SMK,Rp 15.000.000 - Rp 20.000.000,638000000,3 - 5 Pinjaman,0,1,1,4,4,Smartphone,Linux,Opera,"Jalan H.J Maemunah No. 7
Lubuklinggau, Maluku Utara 00469","Jalan H.J Maemunah No. 7
Lubuklinggau, Maluku Utara 00469",Jalan Besar,Kontrakan,Pemerintah,Kawasan industri,"1.5709993, 127.8087693",Kontrakan ,Dolorem harum possimus optio.,House,"Jalan H.J Maemunah No. 7
Lubuklinggau, Maluku Utara 00469",,,,,North Maluku,3,1,0,4,4,2,2,0,0,40,Fair
2023-03-27 10:32:09.658367,172.27.191.250,6308075606640009,Hj. Paulin Purwanti,59,P,Janda,4,Nurse,Direktur,56304,Kedai Minuman,S1,< Rp 5.000.000,424000000,6 - 8 Pinjaman,0,2,2,4,4,Tablet,Android,Brave,"Gang Kutai No. 5
Bukittinggi, JT 17163","Jalan Astana Anyar No. 8
Sawahlunto, Riau 18314",Jalan Sedang,Villa,Perorangan Pribadi,Kawasan perumahan miskin,"-0.3039178, 100.383479",Mess ,Explicabo vero id cum impedit voluptatum inventore.,Apartment complex,"Gang Kutai No. 5
Bukittinggi, JT 17163",,,Bukittinggi,,West Sumatra,2,1,1,3,2,1,47,1,0,60,Good
2023-03-27 10:32:10.188651,172.29.223.137,6207081310580004,Karman Pranowo,65,L,Janda,0,Household caregiver,Staff,1494,Pembibitan Dan Budidaya Rusa,S2,> Rp 20.000.000,112000000,6 - 8 Pinjaman,4,3,4,1,0,Smartphone,iOS,Onsite,"Gang Ciumbuleuit No. 20
Banjar, BB 67943","Gang Ciumbuleuit No. 20
Banjar, BB 67943",Jalan Sedang,Rumah,Lainnya,Kawasan perumahan miskin,"-6.8586297, 107.612654",Rumah Susun ,Est impedit assumenda facere ut.,Apartment complex,"Gang Ciumbuleuit No. 20
Banjar, BB 67943",,,,,West Java,0,3,1,0,0,1,105,3,2,100,Excellent
2023-03-27 10:32:10.552630,192.168.0.158,5313054307960001,Rina Wahyuni,27,P,Cerai Hidup,3,Hair stylist,Supervisor,49424,Angkutan Ojek Motor,SMA/SMK,Rp 5.000.000 - Rp 10.000.000,548000000,0 - 2 Pinjaman,4,3,0,3,2,Tablet,Linux,Edge,"Gg. Ahmad Dahlan No. 614
Bukittinggi, Kalimantan Utara 55446","Gg. Ahmad Dahlan No. 614
Bukittinggi, Kalimantan Utara 55446",Jalan Sedang,Villa,Perusahaan,Kawasan perumahan padat penduduk,"3.0730929, 116.0413889",Mess ,Sint laudantium ex ea.,Duplex,"Gg. Ahmad Dahlan No. 614
Bukittinggi, Kalimantan Utara 55446",,,,,North Kalimantan,1,3,4,0,1,1,117,3,0,100,Excellent
2023-03-27 10:32:10.919738,10.154.255.39,1771092702820004,"Margana Susanti, S.Pd",41,L,Cerai Hidup,0,Pastor,Direktur,93128,Klub Bowling,D4,Rp 10.000.000 - Rp 15.000.000,656000000,> 8 Pinjaman,3,2,3,0,2,Laptop,Windows,Onsite,"Jalan Kutisari Selatan No. 255
Denpasar, Banten 31248","Jalan Astana Anyar No. 2
Pangkalpinang, SU 04623",Jalan Kecil,Apartemen,Perorangan Pribadi,Pinggiran kota,"-2.1316266, 106.1169299",Rumah Susun ,Harum quis veritatis repellendus occaecati repellat.,Duplex,"Jalan Astana Anyar No. 2
Pangkalpinang, SU 04623",,,Pangkalpinang,,Bangka Belitung Islands,0,4,3,0,0,0,113,3,2,100,Excellent
2023-03-27 10:32:11.231431,10.135.186.148,1118025406690009,"Dt. Sakti Andriani, M.Ak",54,P,Belum Kawin,1,Researcher,Manager,64993,Lembaga Penjaminan,S2,< Rp 5.000.000,239000000,> 8 Pinjaman,3,1,2,4,0,Smartphone,iOS,Firefox,"Jalan Sadang Serang No. 01
Kota Administrasi Jakarta Timur, JT 41412","Jalan Sadang Serang No. 01
Kota Administrasi Jakarta Timur, JT 41412",Jalan Besar,Villa,Lainnya,Pusat kota,"-6.8955402, 107.6230118",Mess ,Delectus facilis ducimus ex reprehenderit necessitatibus eum.,Townhouse,"Jalan Sadang Serang No. 01
Kota Administrasi Jakarta Timur, JT 41412",,,,,West Java,1,3,2,1,0,1,71,2,2,100,Excellent
2023-03-27 10:32:11.600703,10.241.35.109,9201426307820003,"Ami Hardiansyah, M.Pd",41,P,Kawin,2,Daily laborer,Manager,47911,"Perdagangan Eceran Melalui Media Untuk Komoditi Makanan, Minuman, Tembakau, Kimia, Farmasi, Kosmetik Dan Alat Laboratorium",S1,< Rp 5.000.000,952000000,6 - 8 Pinjaman,2,3,3,3,2,Tablet,Chrome OS,Opera,"Jalan Jamika No. 40
Palu, Kalimantan Timur 66575","Jalan Jamika No. 40
Palu, Kalimantan Timur 66575",Jalan Sedang,Kontrakan,Lainnya,Kawasan wisata,"-7.81667, 112.01667",Kontrakan ,Sed ratione doloremque occaecati quasi.,House,"Kota, Kediri, Jawa Timur, Jawa, 64123, Indonesia",,,Kediri,64123,Jawa Timur,1,3,3,2,2,0,79,2,0,100,Excellent
2023-03-27 10:32:13.184181,172.22.126.108,3507264902700005,"Yunita Prayoga, S.E.",53,P,Cerai Hidup,4,Fashion stylist,Staff,85230,Pendidikan Menengah Kejuruan Dan Teknik/madrasah Aliyah Kejuruan Pemerintah,D4,> Rp 20.000.000,657000000,0 - 2 Pinjaman,3,4,1,2,4,Smartphone,Windows,Edge,"Jalan Soekarno Hatta No. 778
Singkawang, Kalimantan Utara 88300","Jalan Soekarno Hatta No. 778
Singkawang, Kalimantan Utara 88300",Jalan Sedang,Kost-kostan,Perorangan Orang Lain,Kawasan pertanian,"0.9060204000000001, 108.9872049",Perum ,Quas earum numquam similique dolores vero magni.,Apartment complex,"Jalan Soekarno Hatta No. 778
Singkawang, Kalimantan Utara 88300",,,Singkawang,,West Kalimantan,3,0,1,4,3,3,12,0,2,60,Good
2023-03-27 10:32:13.638584,10.182.177.222,1312091710830006,Gangsa Fujiati,40,L,Janda,5,Priest,Direktur,77302,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Alat Transportasi Darat Bukan Kendaraan Bermotor Roda Empat Atau Lebih,SMA/SMK,< Rp 5.000.000,60000000,6 - 8 Pinjaman,3,4,1,1,3,Smartphone,Android,Opera,"Gang PHH. Mustofa No. 91
Tangerang, Nusa Tenggara Timur 56334","Gang PHH. Mustofa No. 91
Tangerang, Nusa Tenggara Timur 56334",Jalan Sedang,Mess,Perorangan Orang Lain,Pusat kota,"-6.1701796, 106.6403236",Villa ,Suscipit qui fugit reiciendis illum veniam dignissimos est.,Townhouse,"Gang PHH. Mustofa No. 91
Tangerang, Nusa Tenggara Timur 56334",,,Tangerang,,Banten,4,1,1,4,3,2,21,0,2,40,Fair
2023-03-27 10:32:14.070576,172.27.152.59,6109056109850003,Wardaya Wulandari,38,P,Duda,5,Sailor,Direktur,68120,Kawasan Pariwisata,S3,Rp 5.000.000 - Rp 10.000.000,821000000,0 - 2 Pinjaman,4,3,1,0,4,Tablet,Linux,Opera,"Jl. Ir. H. Djuanda No. 15
Salatiga, Kalimantan Selatan 49442","Jl. Ir. H. Djuanda No. 15
Salatiga, Kalimantan Selatan 49442",Jalan Besar,Kost-kostan,Lainnya,Kawasan perumahan miskin,"-1.26753, 116.82887",Apartemen ,Vel dolores at similique.,Duplex,"Telaga Sari, Balikpapan, Kalimantan Timur, 76112, Indonesia",,,Balikpapan,76112,Kalimantan Timur,3,1,0,3,3,1,52,1,0,70,Very Good
2023-03-27 10:32:15.720782,10.175.231.94,1273045804540006,"drg. Harja Mustofa, S.H.",69,P,Cerai Hidup,5,Notary,Manager,78101,Aktivitas Penyeleksian Dan Penempatan Tenaga Kerja Dalam Negeri,S3,< Rp 5.000.000,413000000,> 8 Pinjaman,1,0,0,0,2,PC,Windows,Brave,"Jalan Bangka Raya No. 08
Banjarbaru, Jambi 41631","Gg. Rawamangun No. 716
Pematangsiantar, Aceh 80991",Jalan Kecil,Kontrakan,Pemerintah,Kawasan pegunungan,"2.970042, 99.0681668",Villa ,Quasi expedita ratione necessitatibus porro eveniet.,House,"Gg. Rawamangun No. 716
Pematangsiantar, Aceh 80991",,,,,North Sumatra,0,4,1,1,1,1,91,3,2,100,Excellent
