datetime,nik,applicant_name,age,gender,marital_status,occupation,job_position,job_specific,job_specific_code,education_level,home_lat,home_lon,home_coordinate,home_address,home_road_type,home_building_type,home_building_owner,home_building_location,domicile_lat,domicile_lon,domicile_coordinate,domicile_address,domicile_road_type,domicile_building_type,domicile_building_owner,domicile_building_location,company_lat,company_lon,company_coordinate,company_address,company_road_type,company_building_type,company_building_owner,company_building_location,now_lat,now_lon,now_coordinate,last_1_week_lat,last_1_week_lon,last_1_week_coordinate,last_2_week_lat,last_2_week_lon,last_2_week_coordinate,last_3_week_lat,last_3_week_lon,last_3_week_coordinate,last_4_week_lat,last_4_week_lon,last_4_week_coordinate,now_distance,last_1_week_distance,last_2_week_distance,last_3_week_distance,last_4_week_distance,average_distance,length_of_stay,total_population,income_rate,unemployment_rate,education_rate,crime_rate,poverty_rate,address_stability,address_suitability,credit_score,credit_score_category
2023-04-13 14:15:58.392905,3204065809510004,Aisyah Suwarno,72,P,Belum Kawin,Hair stylist,Manager,Angkutan Sewa,49422,D4,-7.51611,109.05389,"-7.51611, 109.05389","Wangon, Banyumas, Jawa Tengah, Indonesia",Jalan Sedang,Rumah Susun,Perorangan Pribadi,Kawasan Pegunungan,-6.8048,110.8405,"-6.8048, 110.8405","Demaan, Kudus, Jawa Tengah, 59318, Indonesia",Jalan Kecil,Apartemen,Perusahaan,Kawasan Komersial,-1.6,103.61667,"-1.6, 103.61667","Jalan Haji Abdulrahman Saleh, Sungai Asam, Jambi, Danau Sipin, Jambi, 36134, Indonesia",Jalan Kecil,Perumahan,Lainnya,Kawasan Pertanian,-6.8048,110.8405,"-6.8048, 110.8405",-6.8048,110.8405,"-6.8048, 110.8405",-6.8048,110.8405,"-6.8048, 110.8405",-6.8048,110.8405,"-6.8048, 110.8405",-6.8048,110.8405,"-6.8048, 110.8405",0.0,0.0,0.0,0.0,0.0,0.0,3 - 4 Tahun,Sedang,Sangat Tinggi,Sangat Tinggi,Sedang,Rendah,Rendah,Stabil,Sangat Sesuai,80.75,Very Good
2023-04-13 14:16:05.419833,1109040707970009,Aswani Pertiwi,26,L,Belum Kawin,Shoe repairman,Supervisor,Pemasangan Bangunan Prafabrikasi Untuk Gedung,41020,S1,-3.5403,118.9707,"-3.5403, 118.9707","Labuang, Majene, Sulawesi Barat, 91412, Indonesia",Jalan Kecil,Apartemen,Lainnya,Kawasan Pegunungan,-7.81667,112.01667,"-7.81667, 112.01667","Kota, Kediri, Jawa Timur, Jawa, 64123, Indonesia",Jalan Besar,Perumahan,Perorangan Orang Lain,Kawasan Komersial,0.51667,101.44167,"0.51667, 101.44167","Jalan Durian, RT. 01, Kelurahan Jadirejo, Kabupaten Kampar, Riau, 28121, Indonesia",Jalan Kecil,Rumah Susun,Pemerintah,Kawasan Industri,-3.5403,118.9707,"-3.5403, 118.9707",-7.81667,112.01667,"-7.81667, 112.01667",-7.81667,112.01667,"-7.81667, 112.01667",-7.81667,112.01667,"-7.81667, 112.01667",-3.5403,118.9707,"-3.5403, 118.9707",903760.1752703974,0.0,0.0,0.0,903760.1752703974,361504.070108159,1 - 2 Tahun,Tinggi,Tinggi,Sangat Tinggi,Sangat Tinggi,Rendah,Sedang,Stabil,Tidak Sesuai,36.75,Fair
2023-04-13 14:16:11.819016,8202016705520000,Anastasia Permadi,71,P,Kawin,Sailor,Staff,Angkutan Udara Berjadwal Dalam Negeri Perintis Untuk Penumpang,51102,S1,3.31332,117.59152,"3.31332, 117.59152","Karang Balik, Tarakan, Kalimantan Utara, 77112, Indonesia",Jalan Sedang,Rumah,Lainnya,Kawasan Perumahan,3.31332,117.59152,"3.31332, 117.59152","Karang Balik, Tarakan, Kalimantan Utara, 77112, Indonesia",Jalan Sedang,Rumah,Lainnya,Kawasan Perumahan,-6.8048,110.8405,"-6.8048, 110.8405","Demaan, Kudus, Jawa Tengah, 59318, Indonesia",Jalan Kecil,Apartemen,Lainnya,Kawasan Industri,3.31332,117.59152,"3.31332, 117.59152",3.31332,117.59152,"3.31332, 117.59152",3.31332,117.59152,"3.31332, 117.59152",3.31332,117.59152,"3.31332, 117.59152",-6.8048,110.8405,"-6.8048, 110.8405",0.0,0.0,0.0,0.0,1347074.5002893568,269414.90005787136,3 - 4 Tahun,Rendah,Rendah,Sedang,Sangat Tinggi,Rendah,Rendah,Stabil,Sangat Sesuai,72.0,Very Good
2023-04-13 14:16:15.312077,3201122108880006,Yusuf Gunawan,35,L,Cerai Hidup,Television broadcaster,Supervisor,Industri Lokomotif Dan Gerbong Kereta,30200,D3,-1.6,103.61667,"-1.6, 103.61667","Jalan Haji Abdulrahman Saleh, Sungai Asam, Jambi, Danau Sipin, Jambi, 36134, Indonesia",Jalan Besar,Rumah,Pemerintah,Kawasan Komersial,-1.6,103.61667,"-1.6, 103.61667","Jalan Haji Abdulrahman Saleh, Sungai Asam, Jambi, Danau Sipin, Jambi, 36134, Indonesia",Jalan Besar,Rumah,Pemerintah,Kawasan Komersial,-1.26424,104.09701,"-1.26424, 104.09701","Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",Jalan Sedang,Perumahan,Perorangan Orang Lain,Kawasan Pegunungan,-7.81667,112.01667,"-7.81667, 112.01667",-7.81667,112.01667,"-7.81667, 112.01667",-7.81667,112.01667,"-7.81667, 112.01667",-6.8048,110.8405,"-6.8048, 110.8405",-1.6,103.61667,"-1.6, 103.61667",1157692.3745817777,1157692.3745817777,1157692.3745817777,986925.2460978418,0.0,892000.4739686351,3 - 4 Tahun,Tinggi,Sangat Rendah,Sedang,Tinggi,Sangat Rendah,Sangat Tinggi,Tidak stabil,Tidak Sesuai,35.0,Fair
2023-04-13 14:16:19.778471,1206041212550002,Sutan Jagapati Saptono,68,L,Cerai Hidup,Civil Servant,Staff,Industri Pakaian Jadi (konveksi) Dari Kulit,14112,D4,-6.48167,106.85417,"-6.48167, 106.85417","Cibinong, Bogor, Jawa Barat, 16911, Indonesia",Jalan Sedang,Rumah Susun,Lainnya,Kawasan Industri,-7.0981,109.3243,"-7.0981, 109.3243","SMA ALFALAH, Jembatan Comal, Sikasur, Pemalang, Jawa Tengah, Indonesia",Jalan Kecil,Rumah,Lainnya,Kawasan Pegunungan,-1.26424,104.09701,"-1.26424, 104.09701","Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",Jalan Sedang,Perumahan,Lainnya,Kawasan Perumahan,-7.0981,109.3243,"-7.0981, 109.3243",-7.73379,113.69785,"-7.73379, 113.69785",-7.0981,109.3243,"-7.0981, 109.3243",-7.0981,109.3243,"-7.0981, 109.3243",-7.81667,112.01667,"-7.81667, 112.01667",0.0,487902.8683838137,0.0,0.0,307633.9394540657,159107.3615675759,3 - 4 Tahun,Rendah,Rendah,Sangat Tinggi,Tinggi,Rendah,Tinggi,Stabil,Sangat Sesuai,66.75,Good
2023-04-13 14:16:27.103173,1802050803620001,Sabrina Irawan,61,L,Cerai Mati,President,Direktur,Penangkapan Crustacea Di Perairan Umum,3122,D4,-7.01833,107.60389,"-7.01833, 107.60389","Rancamulya, Bandung, Jawa Barat, 40288, Indonesia",Jalan Kecil,Perumahan,Pemerintah,Kawasan Industri,0.51667,101.44167,"0.51667, 101.44167","Jalan Durian, RT. 01, Kelurahan Jadirejo, Kabupaten Kampar, Riau, 28121, Indonesia",Jalan Besar,Rumah,Perorangan Pribadi,Kawasan Komersial,-1.26424,104.09701,"-1.26424, 104.09701","Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",Jalan Sedang,Apartemen,Perorangan Pribadi,Kawasan Industri,-7.54972,110.71639,"-7.54972, 110.71639",-7.54972,110.71639,"-7.54972, 110.71639",0.51667,101.44167,"0.51667, 101.44167",3.3285,99.1625,"3.3285, 99.1625",0.51667,101.44167,"0.51667, 101.44167",1362294.481667948,1362294.481667948,0.0,401196.16503637866,0.0,625157.0256744549,> 5 Tahun,Rendah,Sedang,Sedang,Sangat Tinggi,Sangat Tinggi,Sedang,Stabil,Tidak Sesuai,40.24999999999999,Fair
2023-04-13 14:16:32.784595,9205025402590007,Hj. Uli Palastri,64,P,Cerai Mati,Regent/Mayor,Manager,"Industri Pengubah Tegangan (transformator), Pengubah Arus (rectifier) Dan Pengontrol Tegangan (voltage Stabilizer)",27113,D4,0.51667,101.44167,"0.51667, 101.44167","Jalan Durian, RT. 01, Kelurahan Jadirejo, Kabupaten Kampar, Riau, 28121, Indonesia",Jalan Kecil,Perumahan,Lainnya,Kawasan Pertanian,3.7278,98.6738,"3.7278, 98.6738","Labuhan Deli, Medan Marelan, Kota Medan, Sumatera Utara, 20253, Indonesia",Jalan Kecil,Rumah,Lainnya,Kawasan Wisata,-1.26753,116.82887,"-1.26753, 116.82887","Telaga Sari, Balikpapan, Kalimantan Timur, 76112, Indonesia",Jalan Sedang,Rumah Susun,Lainnya,Kawasan Pegunungan,3.7278,98.6738,"3.7278, 98.6738",3.7278,98.6738,"3.7278, 98.6738",3.7278,98.6738,"3.7278, 98.6738",3.7278,98.6738,"3.7278, 98.6738",3.7278,98.6738,"3.7278, 98.6738",0.0,0.0,0.0,0.0,0.0,0.0,> 5 Tahun,Rendah,Rendah,Tinggi,Rendah,Rendah,Rendah,Stabil,Sangat Sesuai,77.25,Very Good
2023-04-13 14:16:38.834448,5319050509950000,"dr. Budi Wibowo, S.H.",28,L,Cerai Mati,President,Supervisor,Industri Pemisahan/fraksinasi Minyak Mentah Kelapa Sawit Dan Minyak Mentah Inti Kelapa Sawit,10433,S3,-8.43333,114.33333,"-8.43333, 114.33333","Kedungrejo, Banyuwangi, Jawa Timur, Indonesia",Jalan Besar,Apartemen,Perorangan Orang Lain,Kawasan Pegunungan,-8.43333,114.33333,"-8.43333, 114.33333","Kedungrejo, Banyuwangi, Jawa Timur, Indonesia",Jalan Besar,Apartemen,Perorangan Orang Lain,Kawasan Pegunungan,-7.01833,107.60389,"-7.01833, 107.60389","Rancamulya, Bandung, Jawa Barat, 40288, Indonesia",Jalan Besar,Rumah Susun,Perorangan Orang Lain,Kawasan Pertanian,-7.73379,113.69785,"-7.73379, 113.69785",-8.43333,114.33333,"-8.43333, 114.33333",-8.43333,114.33333,"-8.43333, 114.33333",3.7278,98.6738,"3.7278, 98.6738",-7.73379,113.69785,"-7.73379, 113.69785",104362.54443171697,0.0,0.0,2197886.9768845364,104362.54443171697,481322.41314959415,3 - 4 Tahun,Sangat Tinggi,Rendah,Rendah,Sangat Rendah,Rendah,Sangat Tinggi,Tidak stabil,Tidak Sesuai,31.499999999999996,Fair
2023-04-13 14:16:41.632301,1804221210850005,Purwadi Lailasari,38,L,Cerai Mati,Nun,Supervisor,Distribusi Tenaga Listrik,35103,SMA/SMK,-6.91806,106.92667,"-6.91806, 106.92667","Cikole, Sukabumi, Jawa Barat, 43111, Indonesia",Jalan Sedang,Rumah Susun,Perorangan Orang Lain,Kawasan Perumahan,-8.43333,114.33333,"-8.43333, 114.33333","Kedungrejo, Banyuwangi, Jawa Timur, Indonesia",Jalan Kecil,Perumahan,Perusahaan,Kawasan Industri,-8.43333,114.33333,"-8.43333, 114.33333","Kedungrejo, Banyuwangi, Jawa Timur, Indonesia",Jalan Kecil,Rumah,Lainnya,Kawasan Pegunungan,-8.43333,114.33333,"-8.43333, 114.33333",-7.51611,109.05389,"-7.51611, 109.05389",-8.43333,114.33333,"-8.43333, 114.33333",-8.43333,114.33333,"-8.43333, 114.33333",-8.43333,114.33333,"-8.43333, 114.33333",0.0,590821.6073905657,0.0,0.0,0.0,118164.32147811314,> 5 Tahun,Sangat Tinggi,Rendah,Sangat Tinggi,Sedang,Sangat Rendah,Rendah,Stabil,Sangat Sesuai,70.25,Very Good
2023-04-13 14:16:48.147371,5206154610540007,Legawa Suryatmi,69,P,Kawin,Event promoter,Direktur,Industri Sepatu Teknik Lapangan/keperluan Industri,15203,S3,3.7278,98.6738,"3.7278, 98.6738","Labuhan Deli, Medan Marelan, Kota Medan, Sumatera Utara, 20253, Indonesia",Jalan Kecil,Perumahan,Pemerintah,Kawasan Wisata,-8.43333,114.33333,"-8.43333, 114.33333","Kedungrejo, Banyuwangi, Jawa Timur, Indonesia",Jalan Kecil,Rumah,Perusahaan,Kawasan Pertanian,-8.43333,114.33333,"-8.43333, 114.33333","Kedungrejo, Banyuwangi, Jawa Timur, Indonesia",Jalan Sedang,Perumahan,Pemerintah,Kawasan Pertanian,3.31332,117.59152,"3.31332, 117.59152",3.31332,117.59152,"3.31332, 117.59152",-8.43333,114.33333,"-8.43333, 114.33333",3.31332,117.59152,"3.31332, 117.59152",-8.43333,114.33333,"-8.43333, 114.33333",1348368.8184015446,1348368.8184015446,0.0,1348368.8184015446,0.0,809021.2910409268,3 - 4 Tahun,Rendah,Sangat Rendah,Rendah,Rendah,Rendah,Sedang,Stabil,Tidak Sesuai,36.75,Fair
2023-04-13 14:16:55.065048,7208115508750000,Prasetyo Iswahyudi,48,P,Belum Kawin,Ambassador,Manager,Industri Mesin Tekstil,28263,D4,-7.57897,112.23109,"-7.57897, 112.23109","Balongbesuk, Jombang, Jawa Timur, Jawa, 61471, Indonesia",Jalan Besar,Rumah,Pemerintah,Kawasan Wisata,-7.57897,112.23109,"-7.57897, 112.23109","Balongbesuk, Jombang, Jawa Timur, Jawa, 61471, Indonesia",Jalan Besar,Rumah,Pemerintah,Kawasan Wisata,-7.0981,109.3243,"-7.0981, 109.3243","SMA ALFALAH, Jembatan Comal, Sikasur, Pemalang, Jawa Tengah, Indonesia",Jalan Kecil,Perumahan,Perorangan Orang Lain,Kawasan Perumahan,-7.57897,112.23109,"-7.57897, 112.23109",3.31332,117.59152,"3.31332, 117.59152",-7.01833,107.60389,"-7.01833, 107.60389",-7.57897,112.23109,"-7.57897, 112.23109",-7.57897,112.23109,"-7.57897, 112.23109",0.0,1343592.1732155716,514695.35814874154,0.0,0.0,371657.5062728626,< 1 Tahun,Sangat Rendah,Sangat Tinggi,Rendah,Sangat Tinggi,Sangat Rendah,Sedang,Stabil,Sangat Sesuai,77.25,Very Good
2023-04-13 14:16:57.598640,7209102910650000,Dr. Ajeng Hartati,58,L,Belum Kawin,Livestock laborer,Staff,Angkutan Penyeberangan Antarprovinsi Untuk Penumpang,50214,S1,-1.26424,104.09701,"-1.26424, 104.09701","Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",Jalan Kecil,Rumah Susun,Perorangan Pribadi,Kawasan Komersial,-1.26424,104.09701,"-1.26424, 104.09701","Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",Jalan Kecil,Rumah Susun,Perorangan Pribadi,Kawasan Komersial,-6.91806,106.92667,"-6.91806, 106.92667","Cikole, Sukabumi, Jawa Barat, 43111, Indonesia",Jalan Besar,Rumah,Perorangan Orang Lain,Kawasan Industri,-8.43333,114.33333,"-8.43333, 114.33333",-8.43333,114.33333,"-8.43333, 114.33333",-7.73379,113.69785,"-7.73379, 113.69785",-1.26424,104.09701,"-1.26424, 104.09701",-1.26424,104.09701,"-1.26424, 104.09701",1384204.5568945734,1384204.5568945734,1282907.5797084114,0.0,0.0,810263.3386995116,> 5 Tahun,Rendah,Tinggi,Tinggi,Sedang,Sangat Tinggi,Sedang,Stabil,Tidak Sesuai,38.5,Fair
2023-04-13 14:17:03.183844,9114300105790004,R.A. Calista Yulianti,44,L,Cerai Mati,Traditional healer,Staff,Konstruksi Gedung Perbelanjaan,41014,S2,-3.5403,118.9707,"-3.5403, 118.9707","Labuang, Majene, Sulawesi Barat, 91412, Indonesia",Jalan Kecil,Perumahan,Perorangan Orang Lain,Kawasan Wisata,-3.5403,118.9707,"-3.5403, 118.9707","Labuang, Majene, Sulawesi Barat, 91412, Indonesia",Jalan Kecil,Perumahan,Perorangan Orang Lain,Kawasan Wisata,-7.01833,107.60389,"-7.01833, 107.60389","Rancamulya, Bandung, Jawa Barat, 40288, Indonesia",Jalan Sedang,Apartemen,Perorangan Orang Lain,Kawasan Komersial,-7.73379,113.69785,"-7.73379, 113.69785",-7.73379,113.69785,"-7.73379, 113.69785",-7.73379,113.69785,"-7.73379, 113.69785",-1.26424,104.09701,"-1.26424, 104.09701",-3.5403,118.9707,"-3.5403, 118.9707",745740.2562391876,745740.2562391876,745740.2562391876,1673205.8877423822,0.0,782085.3312919891,3 - 4 Tahun,Sangat Tinggi,Sangat Tinggi,Sedang,Sedang,Sangat Rendah,Sangat Tinggi,Stabil,Tidak Sesuai,40.24999999999999,Fair
2023-04-13 14:17:09.699588,9271070412980008,Dr. Eli Waluyo,25,L,Belum Kawin,Private employee,Supervisor,Perdagangan Eceran Mobil Bekas,45104,S3,3.7278,98.6738,"3.7278, 98.6738","Labuhan Deli, Medan Marelan, Kota Medan, Sumatera Utara, 20253, Indonesia",Jalan Sedang,Rumah Susun,Pemerintah,Kawasan Wisata,3.7278,98.6738,"3.7278, 98.6738","Labuhan Deli, Medan Marelan, Kota Medan, Sumatera Utara, 20253, Indonesia",Jalan Sedang,Rumah Susun,Pemerintah,Kawasan Wisata,-7.73379,113.69785,"-7.73379, 113.69785","Besuki, Situbondo, Jawa Timur, Indonesia",Jalan Kecil,Apartemen,Perorangan Pribadi,Kawasan Perumahan,-1.6,103.61667,"-1.6, 103.61667",-1.6,103.61667,"-1.6, 103.61667",-1.6,103.61667,"-1.6, 103.61667",3.7278,98.6738,"3.7278, 98.6738",-1.6,103.61667,"-1.6, 103.61667",805920.5593273846,805920.5593273846,805920.5593273846,0.0,805920.5593273846,644736.4474619076,3 - 4 Tahun,Sangat Rendah,Sangat Tinggi,Tinggi,Sedang,Rendah,Sedang,Stabil,Tidak Sesuai,40.24999999999999,Fair
2023-04-13 14:17:14.260579,9118152109880005,Paiman Zulkarnain,35,L,Belum Kawin,Livestock farmer,Supervisor,Pertanian Hortikultura Sayuran Lainnya,1139,S3,-7.73379,113.69785,"-7.73379, 113.69785","Besuki, Situbondo, Jawa Timur, Indonesia",Jalan Sedang,Apartemen,Pemerintah,Kawasan Pertanian,-7.73379,113.69785,"-7.73379, 113.69785","Besuki, Situbondo, Jawa Timur, Indonesia",Jalan Sedang,Apartemen,Pemerintah,Kawasan Pertanian,-7.73379,113.69785,"-7.73379, 113.69785","Besuki, Situbondo, Jawa Timur, Indonesia",Jalan Kecil,Rumah Susun,Perorangan Orang Lain,Kawasan Pertanian,-6.8048,110.8405,"-6.8048, 110.8405",-6.8048,110.8405,"-6.8048, 110.8405",-6.91806,106.92667,"-6.91806, 106.92667",-7.73379,113.69785,"-7.73379, 113.69785",-6.8048,110.8405,"-6.8048, 110.8405",331839.69979370374,331839.69979370374,753061.3549065375,0.0,331839.69979370374,349716.0908575297,1 - 2 Tahun,Rendah,Sangat Rendah,Rendah,Rendah,Sangat Tinggi,Rendah,Tidak stabil,Tidak Sesuai,35.0,Fair
2023-04-13 14:17:18.146475,9102295105610006,dr. Hasta Gunarto,62,P,Kawin,Midwife,Direktur,Jasa Inspeksi Periodik,71203,D3,-7.0981,109.3243,"-7.0981, 109.3243","SMA ALFALAH, Jembatan Comal, Sikasur, Pemalang, Jawa Tengah, Indonesia",Jalan Sedang,Rumah,Lainnya,Kawasan Komersial,-7.0981,109.3243,"-7.0981, 109.3243","SMA ALFALAH, Jembatan Comal, Sikasur, Pemalang, Jawa Tengah, Indonesia",Jalan Sedang,Rumah,Lainnya,Kawasan Komersial,-7.0981,109.3243,"-7.0981, 109.3243","SMA ALFALAH, Jembatan Comal, Sikasur, Pemalang, Jawa Tengah, Indonesia",Jalan Besar,Rumah,Perorangan Pribadi,Kawasan Industri,-7.0981,109.3243,"-7.0981, 109.3243",-7.0981,109.3243,"-7.0981, 109.3243",-7.0981,109.3243,"-7.0981, 109.3243",-7.0981,109.3243,"-7.0981, 109.3243",-7.0981,109.3243,"-7.0981, 109.3243",0.0,0.0,0.0,0.0,0.0,0.0,< 1 Tahun,Rendah,Tinggi,Rendah,Sangat Tinggi,Sedang,Tinggi,Stabil,Sangat Sesuai,80.75,Very Good
2023-04-13 14:17:24.687190,8272070103700009,Jaiman Padmasari,53,L,Cerai Hidup,Lawyer,Direktur,Perdagangan Eceran Kaki Lima Dan Los Pasar Barang Bekas Perlengkapan Rumah Tangga,47894,D3,-1.26753,116.82887,"-1.26753, 116.82887","Telaga Sari, Balikpapan, Kalimantan Timur, 76112, Indonesia",Jalan Kecil,Rumah Susun,Perorangan Orang Lain,Kawasan Pegunungan,-7.51611,109.05389,"-7.51611, 109.05389","Wangon, Banyumas, Jawa Tengah, Indonesia",Jalan Sedang,Rumah Susun,Lainnya,Kawasan Perumahan,-3.5403,118.9707,"-3.5403, 118.9707","Labuang, Majene, Sulawesi Barat, 91412, Indonesia",Jalan Sedang,Perumahan,Lainnya,Kawasan Komersial,-7.51611,109.05389,"-7.51611, 109.05389",-7.51611,109.05389,"-7.51611, 109.05389",-7.51611,109.05389,"-7.51611, 109.05389",-7.51611,109.05389,"-7.51611, 109.05389",-7.51611,109.05389,"-7.51611, 109.05389",0.0,0.0,0.0,0.0,0.0,0.0,1 - 2 Tahun,Rendah,Sangat Tinggi,Rendah,Sangat Tinggi,Tinggi,Sangat Tinggi,Stabil,Sangat Sesuai,79.0,Very Good
2023-04-13 14:17:29.013457,1103054608840004,dr. Calista Setiawan,39,P,Cerai Hidup,Retiree,Staff,Aktivitas Kantor Pusat,70100,SMA/SMK,-7.54972,110.71639,"-7.54972, 110.71639","Kertonatan, Sukoharjo, Jawa Tengah, 57165, Indonesia",Jalan Kecil,Rumah,Lainnya,Kawasan Pegunungan,-8.43333,114.33333,"-8.43333, 114.33333","Kedungrejo, Banyuwangi, Jawa Timur, Indonesia",Jalan Besar,Asrama,Lainnya,Kawasan Wisata,3.31332,117.59152,"3.31332, 117.59152","Karang Balik, Tarakan, Kalimantan Utara, 77112, Indonesia",Jalan Kecil,Rumah,Pemerintah,Kawasan Wisata,-8.43333,114.33333,"-8.43333, 114.33333",3.7278,98.6738,"3.7278, 98.6738",-8.43333,114.33333,"-8.43333, 114.33333",-8.43333,114.33333,"-8.43333, 114.33333",-8.43333,114.33333,"-8.43333, 114.33333",0.0,2197886.9768845364,0.0,0.0,0.0,439577.3953769073,3 - 4 Tahun,Tinggi,Sedang,Rendah,Tinggi,Sangat Tinggi,Sedang,Stabil,Sangat Sesuai,66.75,Good
2023-04-13 14:17:35.116282,3212206407550007,Devi Suartini,68,P,Cerai Hidup,Television broadcaster,Staff,Industri Barang Plastik Lembaran,22291,D4,-1.26424,104.09701,"-1.26424, 104.09701","Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",Jalan Sedang,Rumah Susun,Perorangan Orang Lain,Kawasan Industri,-1.26753,116.82887,"-1.26753, 116.82887","Telaga Sari, Balikpapan, Kalimantan Timur, 76112, Indonesia",Jalan Kecil,Apartemen,Perorangan Orang Lain,Kawasan Komersial,-7.57897,112.23109,"-7.57897, 112.23109","Balongbesuk, Jombang, Jawa Timur, Jawa, 61471, Indonesia",Jalan Besar,Rumah,Lainnya,Kawasan Wisata,-1.6,103.61667,"-1.6, 103.61667",-1.6,103.61667,"-1.6, 103.61667",-1.6,103.61667,"-1.6, 103.61667",-1.26753,116.82887,"-1.26753, 116.82887",-1.26753,116.82887,"-1.26753, 116.82887",1470773.405601939,1470773.405601939,1470773.405601939,0.0,0.0,882464.0433611633,3 - 4 Tahun,Rendah,Tinggi,Tinggi,Rendah,Sedang,Tinggi,Stabil,Tidak Sesuai,36.75,Fair
2023-04-13 14:17:42.355985,3207056710930007,Balamantri Samosir,30,P,Belum Kawin,Construction,Direktur,Industri Kerajinan Ytdl,32903,D3,3.7278,98.6738,"3.7278, 98.6738","Labuhan Deli, Medan Marelan, Kota Medan, Sumatera Utara, 20253, Indonesia",Jalan Besar,Apartemen,Lainnya,Kawasan Perumahan,3.7278,98.6738,"3.7278, 98.6738","Labuhan Deli, Medan Marelan, Kota Medan, Sumatera Utara, 20253, Indonesia",Jalan Besar,Apartemen,Lainnya,Kawasan Perumahan,-7.01833,107.60389,"-7.01833, 107.60389","Rancamulya, Bandung, Jawa Barat, 40288, Indonesia",Jalan Kecil,Rumah Susun,Perorangan Pribadi,Kawasan Wisata,-7.51611,109.05389,"-7.51611, 109.05389",3.7278,98.6738,"3.7278, 98.6738",3.7278,98.6738,"3.7278, 98.6738",-7.51611,109.05389,"-7.51611, 109.05389",-7.51611,109.05389,"-7.51611, 109.05389",1695690.6916387957,0.0,0.0,1695690.6916387957,1695690.6916387957,1017414.4149832774,3 - 4 Tahun,Sangat Tinggi,Rendah,Sedang,Sedang,Tinggi,Tinggi,Tidak stabil,Tidak Sesuai,31.499999999999996,Fair
2023-04-13 14:17:47.157189,3202345707500001,"Ellis Hariyah, S.Pt",73,P,Belum Kawin,Indonesian National Army,Staff,Jasa Pengolahan Lahan,1611,S1,-6.8048,110.8405,"-6.8048, 110.8405","Demaan, Kudus, Jawa Tengah, 59318, Indonesia",Jalan Sedang,Apartemen,Pemerintah,Kawasan Komersial,-6.8048,110.8405,"-6.8048, 110.8405","Demaan, Kudus, Jawa Tengah, 59318, Indonesia",Jalan Sedang,Apartemen,Pemerintah,Kawasan Komersial,-7.0981,109.3243,"-7.0981, 109.3243","SMA ALFALAH, Jembatan Comal, Sikasur, Pemalang, Jawa Tengah, Indonesia",Jalan Besar,Rumah,Perorangan Pribadi,Kawasan Pegunungan,-6.8048,110.8405,"-6.8048, 110.8405",-6.8048,110.8405,"-6.8048, 110.8405",-6.8048,110.8405,"-6.8048, 110.8405",-6.8048,110.8405,"-6.8048, 110.8405",-6.8048,110.8405,"-6.8048, 110.8405",0.0,0.0,0.0,0.0,0.0,0.0,< 1 Tahun,Sangat Rendah,Sangat Rendah,Sangat Tinggi,Sangat Rendah,Sangat Tinggi,Tinggi,Tidak stabil,Sangat Sesuai,59.75,Good
2023-04-13 14:17:52.034196,9119035408850007,Alambana Santoso,38,P,Kawin,Event promoter,Direktur,Industri Furnitur Dari Logam,31004,SMA/SMK,-1.26424,104.09701,"-1.26424, 104.09701","Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",Jalan Besar,Apartemen,Pemerintah,Kawasan Pertanian,3.3285,99.1625,"3.3285, 99.1625","Rumah Sakit Umum Herna, Jalan Veteran, Tebing Tinggi, Kota Tebing Tinggi, Sumatera Utara, 20600, Indonesia",Jalan Kecil,Rumah Susun,Lainnya,Kawasan Wisata,0.51667,101.44167,"0.51667, 101.44167","Jalan Durian, RT. 01, Kelurahan Jadirejo, Kabupaten Kampar, Riau, 28121, Indonesia",Jalan Sedang,Rumah Susun,Perorangan Pribadi,Kawasan Komersial,3.3285,99.1625,"3.3285, 99.1625",3.3285,99.1625,"3.3285, 99.1625",3.3285,99.1625,"3.3285, 99.1625",-7.73379,113.69785,"-7.73379, 113.69785",3.3285,99.1625,"3.3285, 99.1625",0.0,0.0,0.0,2025470.4136954313,0.0,405094.08273908624,1 - 2 Tahun,Rendah,Sedang,Rendah,Sangat Tinggi,Sedang,Sedang,Stabil,Sangat Sesuai,72.0,Very Good
