datetime,ip_address,NIK,applicant_name,age,gender,marital_status,number_of_dependents,occupation,job_position,job_specific_code,job_specific,education_level,user_income,collateral_value_of_on_site_assets,average_loans_taken_in_the_same_location,last_credit_history,other_credit_history1,other_credit_history2,other_credit_history3,worst_credit_performance,hardware,operating_system_type,browser,home_address,domicile_address,road_type,building_type,building_owner,building_location,gmaps_coordinates,gmaps_location_name,gmpas_location_description,gmaps_category,gmaps_address,gmaps_neighborhood,gmaps_street,gmaps_city,gmaps_postal_code,gmaps_state,total_population,average_income_of_the_population_in_the_area,education_of_the_population_in_the_area,unemployment_rate_in_the_area,crime_rate_in_the_area,poverty_rate_in_the_area,length_of_stay_at_domicile_address,address_stability,domicile_address_and_location_suitability,credit_score,credit_score_category
2023-03-29 10:02:45.675361,172.29.35.17,3402124105900002,Cakrajiya Hidayat,33,P,Janda,2,Lawyer,Manager,91034,Taman Wisata Alam,S1,> Rp 20.000.000,100000000,3 - 5 Pinjaman,Lancar,Dalam Perhatian Khusus,Kurang Lancar,Dalam Perhatian Khusus,Kurang Lancar,PC,Chrome OS,Edge,"Gang Tubagus Ismail No. 91
Lubuklinggau, Sulawesi Barat 37286","Gang Jend. Sudirman No. 4
Palopo, Nusa Tenggara Barat 09114",Jalan Besar,Kost-kostan,Lainnya,Kawasan perumahan padat penduduk,"-1.26424, 104.09701",Villa ,Voluptate pariatur dicta ea voluptatibus voluptates ipsum.,Retirement home,"Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",,,,,Jambi,Sangat Tinggi,Rendah,Sangat Rendah,Sangat Tinggi,Tinggi,Tinggi,9,Sangat tidak stabil,Tidak cocok,10,Poor
2023-03-29 10:02:47.394024,10.125.111.48,1871112701580003,Jelita Aryani,65,L,Kawin,2,Trade/business,Staff,46695,Perdagangan Besar Kertas Dan Karton,D4,Rp 10.000.000 - Rp 15.000.000,578000000,3 - 5 Pinjaman,Lancar,Kurang Lancar,Diragukan,Kurang Lancar,Diragukan,Laptop,Linux,Onsite,"Jl. Bangka Raya No. 7
Kota Administrasi Jakarta Timur, Bengkulu 75553","Gg. S. Parman No. 695
Binjai, NB 47992",Jalan Besar,Kost-kostan,Perorangan Pribadi,Pusat kota,"3.6135482, 98.50252859999999",Rumah ,Itaque consequuntur incidunt ad.,Duplex,"Gg. S. Parman No. 695
Binjai, NB 47992",,,Binjai,,North Sumatra,Sangat Rendah,Tinggi,Sangat Tinggi,Rendah,Sedang,Rendah,102,Sangat stabil,Sangat cocok,100,Excellent
2023-03-29 10:02:47.822789,192.168.218.84,7403176901890006,Amelia Farida,34,P,Duda,4,Village officials,Manager,73100,Periklanan,D3,Rp 15.000.000 - Rp 20.000.000,372000000,3 - 5 Pinjaman,Macet,Dalam Perhatian Khusus,Macet,Dalam Perhatian Khusus,Macet,Tablet,Linux,Chrome,"Gang Cikapayang No. 49
Bau-Bau, Kalimantan Timur 11985","Gg. Ciwastra No. 145
Pontianak, SS 44800",Jalan Sedang,Villa,Perusahaan,Kawasan perumahan elite,"0.51667, 101.44167",Mess Jalan Durian,Veniam nesciunt dolor excepturi sequi iusto.,Gated community,"Jalan Durian, RT. 01, Kelurahan Jadirejo, Kabupaten Kampar, Riau, 28121, Indonesia",,Jalan Durian,Kelurahan Jadirejo,28121,Riau,Sangat Rendah,Tinggi,Rendah,Rendah,Sedang,Sedang,94,Sangat stabil,Tidak cocok,100,Excellent
2023-03-29 10:02:49.539391,172.29.10.20,7503166703770000,R. Ajimin Utama,46,P,Belum Kawin,5,Mosque Imam,Manager,1464,Pembibitan Dan Budidaya Itik Dan Itik Manila,D3,Rp 10.000.000 - Rp 15.000.000,909000000,3 - 5 Pinjaman,Macet,Diragukan,Macet,Lancar,Macet,Tablet,Android,Onsite,"Gang Suryakencana No. 4
Padangpanjang, SN 47903","Gang Suryakencana No. 4
Padangpanjang, SN 47903",Jalan Kecil,Kontrakan,Perusahaan,Kawasan komersial,"-0.4660955, 100.3984148",Apartemen ,Inventore quas minima aperiam consequatur beatae.,Gated community,"Gang Suryakencana No. 4
Padangpanjang, SN 47903",,,Padang Panjang,,West Sumatra,Rendah,Sangat Tinggi,Tinggi,Rendah,Sedang,Rendah,106,Sangat stabil,Sangat cocok,100,Excellent
2023-03-29 10:02:49.945313,172.23.105.232,1802095112590007,"Kani Pangestu, S.Gz",64,P,Cerai Mati,0,Notary,Direktur,13929,Industri Barang Jadi Tekstil Lainnya,D4,Rp 10.000.000 - Rp 15.000.000,661000000,0 - 2 Pinjaman,Kurang Lancar,Lancar,Diragukan,Kurang Lancar,Diragukan,Smartphone,Android,Brave,"Gg. Otto Iskandardinata No. 9
Tangerang Selatan, Maluku 19685","Gang Suniaraja No. 47
Kota Administrasi Jakarta Pusat, YO 24830",Jalan Kecil,Kost-kostan,Perorangan Pribadi,Pusat kota,"-6.1805113, 106.8283831",Villa ,Unde minima quisquam fuga in dolore tempore.,Dormitory,"Gang Suniaraja No. 47
Kota Administrasi Jakarta Pusat, YO 24830",,,Central Jakarta,,Jakarta,Tinggi,Sedang,Sedang,Tinggi,Sedang,Sedang,55,Tidak stabil,Sangat cocok,65,Good
2023-03-29 10:02:50.343239,192.168.227.254,7318054709700009,Gawati Susanti,53,P,Kawin,1,Television broadcaster,Direktur,8920,Ekstraksi Tanah Gemuk (peat),SMA/SMK,Rp 10.000.000 - Rp 15.000.000,785000000,> 8 Pinjaman,Macet,Dalam Perhatian Khusus,Macet,Kurang Lancar,Macet,PC,Linux,Chrome,"Jl. Cikapayang No. 7
Kota Administrasi Jakarta Timur, SS 08587","Jalan Wonoayu No. 05
Tomohon, AC 80141",Jalan Besar,Apartemen,Perorangan Pribadi,Kawasan perumahan padat penduduk,"-6.2250138, 106.9004472",Apartemen ,Blanditiis voluptas eligendi sequi.,Townhouse,"Jl. Cikapayang No. 7
Kota Administrasi Jakarta Timur, SS 08587",,,East Jakarta,,Jakarta,Tinggi,Rendah,Sedang,Sangat Tinggi,Sedang,Sedang,47,Tidak stabil,Tidak cocok,45,Fair
2023-03-29 10:02:52.109755,172.23.119.50,1103050303910002,Mujur Utami,32,L,Cerai Hidup,2,Consultant,Direktur,17012,Industri Kertas Budaya,S2,< Rp 5.000.000,165000000,> 8 Pinjaman,Kurang Lancar,Dalam Perhatian Khusus,Dalam Perhatian Khusus,Dalam Perhatian Khusus,Kurang Lancar,Laptop,macOS,Firefox,"Gg. Rumah Sakit No. 636
Prabumulih, SN 42555","Jalan R.E Martadinata No. 50
Dumai, GO 75088",Jalan Sedang,Kontrakan,Pemerintah,Kawasan industri,"1.6666349, 101.4001855",Apartemen ,Occaecati suscipit ad numquam nam nulla hic.,Condominium complex,"Jalan R.E Martadinata No. 50
Dumai, GO 75088",,,Dumai,,Riau,Sedang,Sedang,Rendah,Tinggi,Sangat Rendah,Tinggi,62,Stabil,Sangat cocok,90,Excellent
2023-03-29 10:02:52.414307,172.20.244.115,1114040501680003,"Malika Novitasari, S.Pt",55,L,Janda,2,Vice Governor,Manager,47995,Perdagangan Eceran Keliling Perlengkapan Rumah Tangga Dan Perlengkapan Dapur,S3,Rp 10.000.000 - Rp 15.000.000,710000000,6 - 8 Pinjaman,Macet,Kurang Lancar,Lancar,Macet,Macet,Smartphone,macOS,Safari,"Gg. W.R. Supratman No. 82
Metro, SU 51463","Gg. W.R. Supratman No. 82
Metro, SU 51463",Jalan Sedang,Rumah Susun,Perorangan Pribadi,Kawasan perumahan elite,,Kost-kostan ,Vel fugiat natus dolore ea.,,"Gg. W.R. Supratman No. 82
Metro, SU 51463",,,,,,Rendah,Tinggi,Tinggi,Sedang,Sedang,Rendah,67,Stabil,Tidak cocok,75,Very Good
2023-03-29 10:02:52.587672,192.168.238.205,1216091108600004,Lala Firmansyah,63,L,Duda,4,Nun,Staff,39000,Aktivitas Remediasi Dan Pengelolaan Sampah Lainnya,S2,Rp 15.000.000 - Rp 20.000.000,964000000,6 - 8 Pinjaman,Macet,Dalam Perhatian Khusus,Lancar,Diragukan,Macet,Smartphone,Android,Chrome,"Gang Laswi No. 770
Kota Administrasi Jakarta Selatan, LA 90455","Gang Laswi No. 770
Kota Administrasi Jakarta Selatan, LA 90455",Jalan Besar,Kontrakan,Pemerintah,Kawasan pegunungan,"-6.48167, 106.85417",Villa ,Exercitationem distinctio sint non quod quaerat.,Gated community,"Cibinong, Bogor, Jawa Barat, 16911, Indonesia",,,,16911,Jawa Barat,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang,47,Tidak stabil,Tidak cocok,45,Fair
2023-03-29 10:02:54.081583,10.169.66.137,7602164903970000,"Sutan Jaga Yolanda, S.Sos",26,P,Kawin,4,Vice President,Supervisor,32905,Industri Serat Sabut Kelapa,S1,> Rp 20.000.000,466000000,0 - 2 Pinjaman,Diragukan,Macet,Lancar,Kurang Lancar,Macet,Tablet,Windows,Onsite,"Gang Rawamangun No. 116
Serang, SG 28119","Jl. Gedebage Selatan No. 6
Salatiga, Jawa Barat 87520",Jalan Kecil,Apartemen,Lainnya,Kawasan wisata,"3.3285, 99.1625",Perum Jalan Veteran,Consectetur recusandae in ab deserunt nihil.,Townhouse,"Rumah Sakit Umum Herna, Jalan Veteran, Tebing Tinggi, Kota Tebing Tinggi, Sumatera Utara, 20600, Indonesia",,Jalan Veteran,Tebing Tinggi,20600,Sumatera Utara,Tinggi,Rendah,Sangat Rendah,Tinggi,Sedang,Tinggi,37,Tidak stabil,Tidak cocok,40,Fair
2023-03-29 10:02:55.829129,10.52.7.136,7413057106750008,"Sutan Galur Natsir, M.M.",48,P,Cerai Mati,0,Electrician,Staff,49432,Angkutan Bermotor Untuk Barang Khusus,D3,Rp 5.000.000 - Rp 10.000.000,386000000,> 8 Pinjaman,Dalam Perhatian Khusus,Dalam Perhatian Khusus,Diragukan,Lancar,Diragukan,PC,Android,Chrome,"Gang Kapten Muslihat No. 5
Ambon, KS 95004","Jl. Lembong No. 95
Pasuruan, BE 21148",Jalan Besar,Apartemen,Perorangan Pribadi,Kawasan pegunungan,"-7.6469193, 112.8999225",Mess ,Sint magni voluptates velit in aut.,Retirement home,"Jl. Lembong No. 95
Pasuruan, BE 21148",,,Pasuruan,,East Java,Sedang,Sedang,Tinggi,Tinggi,Sangat Rendah,Tinggi,90,Stabil,Sangat cocok,90,Excellent
2023-03-29 10:02:56.224280,172.17.177.161,7309115310500006,Agus Pudjiastuti,73,P,Kawin,5,Vice Regent/Vice Mayor,Supervisor,10216,Industri Berbasis Daging Lumatan Dan Surimi,D3,< Rp 5.000.000,756000000,6 - 8 Pinjaman,Diragukan,Macet,Diragukan,Lancar,Macet,Tablet,iOS,Safari,"Gg. Bangka Raya No. 109
Cirebon, Sulawesi Selatan 57144","Jalan Kendalsari No. 8
Tomohon, Sulawesi Utara 80678",Jalan Sedang,Villa,Pemerintah,Kawasan pegunungan,"-8.43333, 114.33333",Kost-kostan ,Harum facere excepturi sapiente omnis.,Duplex,"Kedungrejo, Banyuwangi, Jawa Timur, Indonesia",,,Banyuwangi,,Jawa Timur,Tinggi,Sedang,Sedang,Sedang,Sedang,Sedang,36,Tidak stabil,Tidak cocok,45,Fair
2023-03-29 10:02:58.757786,10.152.244.79,9102254304850006,Asmianto Latupono,38,P,Duda,1,Fashion stylist,Staff,49415,Angkutan Darat Khusus Bukan Bus,D3,Rp 5.000.000 - Rp 10.000.000,273000000,6 - 8 Pinjaman,Dalam Perhatian Khusus,Lancar,Macet,Diragukan,Macet,Tablet,Linux,Onsite,"Jl. Gedebage Selatan No. 435
Lhokseumawe, SU 67365","Gang M.T Haryono No. 5
Pangkalpinang, SU 36411",Jalan Sedang,Mess,Pemerintah,Kawasan wisata,"-2.1316266, 106.1169299",Mess ,Totam cum veniam ipsam dolorum voluptatibus a.,Townhouse,"Gang M.T Haryono No. 5
Pangkalpinang, SU 36411",,,Pangkalpinang,,Bangka Belitung Islands,Sedang,Sedang,Sedang,Sedang,Rendah,Sedang,64,Stabil,Sangat cocok,90,Excellent
2023-03-29 10:02:59.173821,192.168.193.68,9128045808970004,Jagapati Dongoran,26,P,Duda,2,Student,Direktur,66197,Lembaga Kliring Dan Penjaminan Berjangka,S2,Rp 10.000.000 - Rp 15.000.000,919000000,3 - 5 Pinjaman,Lancar,Kurang Lancar,Lancar,Lancar,Kurang Lancar,Laptop,Chrome OS,Brave,"Jl. Asia Afrika No. 45
Pekanbaru, Nusa Tenggara Barat 80830","Gang Kendalsari No. 5
Sorong, Kalimantan Timur 14644",Jalan Sedang,Perum,Perorangan Orang Lain,Pusat kota,"0.5386586, 116.419389",Rumah ,Sit officia similique id placeat.,House,"Gang Kendalsari No. 5
Sorong, Kalimantan Timur 14644",,,,,East Kalimantan,Tinggi,Rendah,Rendah,Sedang,Sedang,Sedang,45,Tidak stabil,Sangat cocok,65,Good
2023-03-29 10:02:59.506417,10.178.92.159,6302150811840003,Kunthara Jailani,39,L,Janda,0,Pilot,Staff,2120,Pengusahaan Hutan Alam,S2,Rp 5.000.000 - Rp 10.000.000,224000000,0 - 2 Pinjaman,Dalam Perhatian Khusus,Dalam Perhatian Khusus,Diragukan,Kurang Lancar,Diragukan,Laptop,Android,Firefox,"Jl. Kapten Muslihat No. 612
Yogyakarta, Kalimantan Selatan 72469","Jl. Kapten Muslihat No. 612
Yogyakarta, Kalimantan Selatan 72469",Jalan Kecil,Kost-kostan,Perorangan Orang Lain,Kawasan industri,"3.31332, 117.59152",Perum ,Quod quae vitae reprehenderit.,Residential neighbourhood,"Karang Balik, Tarakan, Kalimantan Utara, 77112, Indonesia",,,Tarakan,77112,Kalimantan Utara,Sangat Rendah,Tinggi,Sedang,Rendah,Rendah,Rendah,112,Sangat stabil,Tidak cocok,100,Excellent
2023-03-29 10:03:01.375370,172.18.101.147,1601280501910002,"Humaira Saragih, S.I.Kom",32,L,Duda,4,Vice Regent/Vice Mayor,Supervisor,47222,Perdagangan Eceran Minuman Tidak Beralkohol,SMA/SMK,Rp 5.000.000 - Rp 10.000.000,626000000,0 - 2 Pinjaman,Kurang Lancar,Dalam Perhatian Khusus,Dalam Perhatian Khusus,Lancar,Kurang Lancar,Tablet,Windows,Safari,"Gang Stasiun Wonokromo No. 5
Padangpanjang, Jambi 14573","Gang Cihampelas No. 7
Kota Administrasi Jakarta Utara, Banten 30954",Jalan Kecil,Perum,Perorangan Orang Lain,Kawasan wisata,"-1.26424, 104.09701",Perum ,Perferendis nemo modi.,Condominium complex,"Kelurahan Simpang, Tanjung Jabung Timur, Jambi, Indonesia",,,,,Jambi,Tinggi,Sedang,Sangat Rendah,Tinggi,Tinggi,Sedang,52,Tidak stabil,Tidak cocok,45,Fair
2023-03-29 10:03:03.015220,172.19.148.95,1305170108720006,"Putri Hasanah, S.Pt",51,L,Cerai Hidup,1,Student,Supervisor,47764,Perdagangan Eceran Perlengkapan Dan Media Tanaman Hias,SMA/SMK,Rp 5.000.000 - Rp 10.000.000,657000000,> 8 Pinjaman,Dalam Perhatian Khusus,Lancar,Diragukan,Kurang Lancar,Diragukan,Tablet,iOS,Edge,"Gg. Ciwastra No. 210
Tasikmalaya, JB 43930","Gg. Ciwastra No. 210
Tasikmalaya, JB 43930",Jalan Sedang,Mess,Pemerintah,Kawasan perumahan padat penduduk,"-7.350580799999999, 108.2171633",Perum ,A ut laborum quos numquam doloribus iusto.,Dormitory,"Gg. Ciwastra No. 210
Tasikmalaya, JB 43930",,,Tasikmalaya,,West Java,Rendah,Tinggi,Tinggi,Rendah,Sangat Rendah,Rendah,117,Sangat stabil,Sangat cocok,100,Excellent
2023-03-29 10:03:03.339435,192.168.225.132,3202175012520008,Laras Hakim,71,P,Belum Kawin,4,Member of the Provincial House of Representatives,Direktur,28140,"Industri Bearing, Roda Gigi Dan Elemen Penggerak Mesin",S1,> Rp 20.000.000,311000000,6 - 8 Pinjaman,Macet,Diragukan,Kurang Lancar,Kurang Lancar,Macet,PC,Windows,Brave,"Gang Jend. Sudirman No. 1
Metro, Jawa Timur 83628","Jl. K.H. Wahid Hasyim No. 88
Malang, SG 86400",Jalan Sedang,Kost-kostan,Perorangan Pribadi,Kawasan komersial,"-7.5360639, 112.2384017",Mess ,Perferendis ipsa dignissimos.,Townhouse,"Gang Jend. Sudirman No. 1
Metro, Jawa Timur 83628",,,,,East Java,Sangat Tinggi,Rendah,Rendah,Sangat Tinggi,Sangat Tinggi,Tinggi,28,Sangat tidak stabil,Tidak cocok,10,Poor
2023-03-29 10:03:03.895989,192.168.179.204,9115122507700001,"Ifa Wasita, S.Sos",53,L,Duda,5,Doctor,Supervisor,20118,Industri Kimia Dasar Organik Yang Menghasilkan Bahan Kimia Khusus,D3,< Rp 5.000.000,217000000,6 - 8 Pinjaman,Kurang Lancar,Dalam Perhatian Khusus,Macet,Diragukan,Macet,Laptop,macOS,Opera,"Jl. Dr. Djunjunan No. 088
Samarinda, BB 68431","Jl. Dr. Djunjunan No. 088
Samarinda, BB 68431",Jalan Besar,Villa,Lainnya,Kawasan komersial,"-7.57897, 112.23109",Kontrakan ,Deserunt eos soluta beatae dolor.,Retirement home,"Balongbesuk, Jombang, Jawa Timur, Jawa, 61471, Indonesia",,,,61471,Jawa Timur,Sedang,Sedang,Sangat Rendah,Sedang,Tinggi,Sedang,47,Tidak stabil,Tidak cocok,40,Fair
2023-03-29 10:03:05.481019,192.168.60.67,3310230309770002,Lalita Prasetyo,46,L,Belum Kawin,4,Pilot,Supervisor,35203,Pengadaan Gas Bio,S2,< Rp 5.000.000,956000000,0 - 2 Pinjaman,Dalam Perhatian Khusus,Lancar,Kurang Lancar,Lancar,Kurang Lancar,Laptop,Windows,Onsite,"Jl. Sukabumi No. 2
Pasuruan, Sumatera Barat 57617","Gg. Kendalsari No. 97
Jambi, Papua Barat 07041",Jalan Sedang,Kontrakan,Lainnya,Kawasan perumahan miskin,"3.3285, 99.1625",Villa Jalan Veteran,Suscipit facilis dolore consequatur aliquam itaque beatae.,Residential neighbourhood,"Rumah Sakit Umum Herna, Jalan Veteran, Tebing Tinggi, Kota Tebing Tinggi, Sumatera Utara, 20600, Indonesia",,Jalan Veteran,Tebing Tinggi,20600,Sumatera Utara,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang,72,Stabil,Tidak cocok,75,Very Good
2023-03-29 10:03:07.528605,10.241.88.105,6212024210580008,Cahyanto Hartati,65,P,Cerai Mati,5,Psychiatrist/Psychologist,Manager,47630,Perdagangan Eceran Khusus Peralatan Olahraga Di Toko,S3,> Rp 20.000.000,934000000,3 - 5 Pinjaman,Dalam Perhatian Khusus,Diragukan,Lancar,Macet,Macet,Tablet,Linux,Edge,"Jalan Ahmad Yani No. 608
Surabaya, ST 06037","Jalan Ahmad Yani No. 608
Surabaya, ST 06037",Jalan Besar,Perum,Perorangan Pribadi,Pusat kota,"-7.343539, 112.7292227",Mess Jalan Ahmad Yani,Deserunt expedita aliquid itaque.,Residential neighbourhood,"Jalan Ahmad Yani No. 608
Surabaya, ST 06037",,Jalan Ahmad Yani,,60234,Jawa Timur,Sangat Rendah,Tinggi,Sangat Tinggi,Sedang,Sangat Rendah,Sedang,106,Sangat stabil,Sangat cocok,100,Excellent
2023-03-29 10:03:08.189351,192.168.226.14,3278094803590009,Ir. Eluh Mangunsong,64,P,Duda,5,Shoe repairman,Staff,35301,Pengadaan Uap/air Panas Dan Udara Dingin,D3,> Rp 20.000.000,500000000,3 - 5 Pinjaman,Kurang Lancar,Macet,Diragukan,Macet,Macet,Tablet,Linux,Opera,"Gang Ahmad Dahlan No. 7
Kendari, Kalimantan Utara 68514","Gang Ahmad Dahlan No. 7
Kendari, Kalimantan Utara 68514",Jalan Besar,Kost-kostan,Perorangan Orang Lain,Pusat kota,"-1.6, 103.61667",Mess Jalan Haji Abdulrahman Saleh,Molestiae aspernatur natus amet maxime.,Dormitory,"Jalan Haji Abdulrahman Saleh, Sungai Asam, Jambi, Danau Sipin, Jambi, 36134, Indonesia",,Jalan Haji Abdulrahman Saleh,Jambi,36134,Jambi,Sedang,Sedang,Rendah,Tinggi,Sangat Rendah,Rendah,86,Stabil,Tidak cocok,75,Very Good
2023-03-29 10:03:10.595069,192.168.42.127,3207096802670003,Abyasa Nababan,56,P,Belum Kawin,0,Livestock farmer,Staff,47222,Perdagangan Eceran Minuman Tidak Beralkohol,S2,Rp 10.000.000 - Rp 15.000.000,456000000,6 - 8 Pinjaman,Dalam Perhatian Khusus,Dalam Perhatian Khusus,Diragukan,Dalam Perhatian Khusus,Diragukan,Smartphone,iOS,Edge,"Jl. Laswi No. 683
Batam, NT 16051","Gang Kebonjati No. 0
Cirebon, SN 58007",Jalan Kecil,Apartemen,Perorangan Orang Lain,Kawasan perumahan elite,"-6.7443236, 108.4991758",Kost-kostan Gang Kebon Jati,Aspernatur saepe amet similique consectetur tempore.,Dormitory,"Gang Kebonjati No. 0
Cirebon, SN 58007",,Gang Kebon Jati,,45611,Jawa Barat,Tinggi,Rendah,Sangat Rendah,Sedang,Sedang,Tinggi,56,Tidak stabil,Sangat cocok,60,Good
2023-03-29 10:03:10.994624,10.146.46.166,3203032311980001,"Garda Saragih, M.Kom.",25,L,Cerai Mati,5,Journalist,Manager,47594,Perdagangan Eceran Barang Pecah Belah Dan Perlengkapan Dapur Dari Batu Atau Tanah Liat,S3,> Rp 20.000.000,961000000,6 - 8 Pinjaman,Diragukan,Kurang Lancar,Diragukan,Lancar,Diragukan,Laptop,Android,Chrome,"Jalan Dipatiukur No. 74
Parepare, Gorontalo 02010","Jalan Dipatiukur No. 74
Parepare, Gorontalo 02010",Jalan Sedang,Kontrakan,Pemerintah,Kawasan wisata,"-7.57897, 112.23109",Perum ,Corporis voluptatem commodi et recusandae atque.,Residential neighbourhood,"Balongbesuk, Jombang, Jawa Timur, Jawa, 61471, Indonesia",,,,61471,Jawa Timur,Sedang,Rendah,Sedang,Sedang,Tinggi,Sedang,45,Tidak stabil,Tidak cocok,45,Fair
2023-03-29 10:03:13.050660,172.17.216.143,3512011312840008,Farhunnisa Rahmawati,39,L,Cerai Hidup,3,Member of the Supreme Audit Agency,Staff,91037,"Taman Buru, Kebun Buru Dan Areal Buru",S2,Rp 15.000.000 - Rp 20.000.000,104000000,6 - 8 Pinjaman,Kurang Lancar,Lancar,Macet,Lancar,Macet,PC,macOS,Chrome,"Jalan Kiaracondong No. 520
Pontianak, MU 03838","Jalan Kiaracondong No. 520
Pontianak, MU 03838",Jalan Sedang,Mess,Perorangan Orang Lain,Kawasan komersial,"-0.0263303, 109.3425039",Mess ,Id deleniti adipisci itaque optio.,Dormitory,"Jalan Kiaracondong No. 520
Pontianak, MU 03838",,,Pontianak,,West Kalimantan,Sedang,Sedang,Sangat Rendah,Tinggi,Tinggi,Sedang,59,Tidak stabil,Sangat cocok,60,Good
2023-03-29 10:03:13.420166,10.179.161.14,7208134104700009,R.M. Jarwadi Prastuti,53,P,Cerai Hidup,0,Dentist,Direktur,85111,Pendidikan Sekolah Dasar/madrasah Ibtidaiyah Pemerintah,SMA/SMK,Rp 10.000.000 - Rp 15.000.000,427000000,> 8 Pinjaman,Kurang Lancar,Kurang Lancar,Kurang Lancar,Dalam Perhatian Khusus,Kurang Lancar,Smartphone,Chrome OS,Chrome,"Gg. Kutai No. 6
Tanjungbalai, JK 80770","Gg. Kutai No. 6
Tanjungbalai, JK 80770",Jalan Kecil,Kontrakan,Perusahaan,Kawasan perumahan padat penduduk,"0.9959190000000001, 103.4295033",Perum ,In eligendi quae quos dolorum omnis.,Duplex,"Gg. Kutai No. 6
Tanjungbalai, JK 80770",,,,,Riau Islands,Sangat Rendah,Sangat Tinggi,Rendah,Sedang,Rendah,Rendah,93,Sangat stabil,Sangat cocok,100,Excellent
2023-03-29 10:03:13.873996,172.19.57.244,7324072309690002,Johan Dongoran,54,L,Janda,0,Governor,Manager,20113,Industri Kimia Dasar Anorganik Pigmen,SMA/SMK,Rp 10.000.000 - Rp 15.000.000,846000000,0 - 2 Pinjaman,Diragukan,Diragukan,Lancar,Diragukan,Diragukan,Tablet,macOS,Onsite,"Gang BKR No. 534
Palangkaraya, Sulawesi Selatan 02216","Gang Ronggowarsito No. 97
Banjarmasin, Papua 34107",Jalan Besar,Apartemen,Perusahaan,Kawasan wisata,"3.7278, 98.6738",Rumah Susun ,At ut fugiat quibusdam ex repellendus.,Dormitory,"Labuhan Deli, Medan Marelan, Kota Medan, Sumatera Utara, 20253, Indonesia",Labuhan Deli,,Kota Medan,20253,Sumatera Utara,Sangat Tinggi,Rendah,Sangat Rendah,Tinggi,Sangat Tinggi,Sangat Tinggi,5,Sangat tidak stabil,Tidak cocok,15,Poor
2023-03-29 10:03:16.140392,192.168.236.215,7318346705860002,Cut Sabrina Andriani,37,P,Belum Kawin,0,Welder/blacksmith,Staff,8105,Penggalian Tanah Dan Tanah Liat,SMA/SMK,< Rp 5.000.000,123000000,0 - 2 Pinjaman,Dalam Perhatian Khusus,Diragukan,Macet,Dalam Perhatian Khusus,Macet,Smartphone,Linux,Chrome,"Jl. Dipenogoro No. 5
Palu, JT 82136","Jalan Pasir Koja No. 128
Surabaya, Papua Barat 10177",Jalan Sedang,Rumah,Perorangan Pribadi,Kawasan wisata,"-0.8679099, 119.9046594",Perum ,Neque a ipsa necessitatibus id veritatis necessitatibus.,Duplex,"Jl. Dipenogoro No. 5
Palu, JT 82136",,,,,Central Sulawesi,Rendah,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,72,Stabil,Tidak cocok,70,Very Good
2023-03-29 10:03:17.147328,10.119.244.3,1709025106800009,Dinda Gunarto,43,P,Cerai Hidup,3,Notary,Staff,1291,Perkebunan Karet Dan Tanaman Penghasil Getah Lainnya,D4,Rp 15.000.000 - Rp 20.000.000,922000000,6 - 8 Pinjaman,Lancar,Macet,Lancar,Lancar,Macet,Laptop,Android,Brave,"Gg. Cikutra Timur No. 8
Batu, Kepulauan Riau 17080","Gg. Cikutra Timur No. 8
Batu, Kepulauan Riau 17080",Jalan Sedang,Perum,Lainnya,Kawasan wisata,"-6.8048, 110.8405",Rumah ,Harum est ab aperiam nisi porro quae.,Gated community,"Demaan, Kudus, Jawa Tengah, 59318, Indonesia",,,,59318,Jawa Tengah,Rendah,Sangat Tinggi,Rendah,Sedang,Sangat Rendah,Sedang,104,Sangat stabil,Tidak cocok,100,Excellent
2023-03-29 10:03:18.636706,172.16.145.150,7317051809840009,Wirda Nainggolan,39,L,Kawin,5,Event promoter,Supervisor,2114,Pengusahaan Hutan Sonokeling,S3,Rp 10.000.000 - Rp 15.000.000,360000000,> 8 Pinjaman,Diragukan,Kurang Lancar,Kurang Lancar,Diragukan,Diragukan,Tablet,macOS,Unknown,"Gang Jamika No. 7
Bitung, MU 26015","Jalan Lembong No. 71
Tual, Kalimantan Barat 69426",Jalan Kecil,Kost-kostan,Perorangan Orang Lain,Kawasan pegunungan,"-0.2787808, 111.4752851",Kost-kostan ,Autem sed dicta sequi deleniti deserunt quos.,Gated community,"Jalan Lembong No. 71
Tual, Kalimantan Barat 69426",,,,,West Kalimantan,Sedang,Sedang,Rendah,Sangat Tinggi,Tinggi,Sedang,58,Tidak stabil,Sangat cocok,60,Good
